,id,symbol,open,close,high,low,average,volume,value,ptVolume,ptValue,change,percentage,object,tradingDate
0,VIC2016-12-30,VIC,34.38,34.711,34.711,34.38,34.62,704400,29509767200.0,0.0,0.0,0.083,0.24,adPrice,2016-12-30
1,VIC2016-12-29,VIC,34.38,34.628,34.752,34.38,34.62,386900,16206059500.0,0.0,0.0,0.248,0.72,adPrice,2016-12-29
2,VIC2016-12-28,VIC,35.083,34.38,35.083,34.339,34.471,1112890,46416933000.0,0.0,0.0,-0.579,-1.66,adPrice,2016-12-28
3,VIC2016-12-27,VIC,34.793,34.959,35.248,34.711,34.942,260080,10995428400.0,0.0,0.0,0.248,0.71,adPrice,2016-12-27
4,VIC2016-12-26,VIC,34.876,34.711,34.876,34.628,34.702,205460,8627399700.0,9202685.0,385592492000.0,-0.082,-0.24,adPrice,2016-12-26
5,VIC2016-12-23,VIC,34.38,34.793,34.793,34.38,34.686,282360,11850823700.0,0.0,0.0,0.082,0.24,adPrice,2016-12-23
6,VIC2016-12-22,VIC,34.38,34.711,34.793,34.174,34.43,667670,27817183200.0,0.0,0.0,0.496,1.45,adPrice,2016-12-22
7,VIC2016-12-21,VIC,34.587,34.215,34.587,34.132,34.281,766850,31811706900.0,0.0,0.0,-0.372,-1.08,adPrice,2016-12-21
8,VIC2016-12-20,VIC,35.248,34.587,35.537,34.587,34.843,876460,36955791000.0,50000.0,2097600000.0,-0.785,-2.22,adPrice,2016-12-20
9,VIC2016-12-19,VIC,35.207,35.372,35.785,35.207,35.545,620190,26676625400.0,0.0,0.0,0.248,0.71,adPrice,2016-12-19
10,VIC2016-12-16,VIC,34.711,35.124,35.124,34.174,34.959,3293250,139302470000.0,2844500.0,120891253000.0,0.413,1.19,adPrice,2016-12-16
11,VIC2016-12-15,VIC,34.959,34.711,35.041,34.587,34.702,388600,16315513900.0,22920.0,962296190.0,-0.372,-1.06,adPrice,2016-12-15
12,VIC2016-12-14,VIC,34.711,35.083,35.124,34.38,34.777,830990,34970817000.0,22920.0,964542340.0,0.372,1.07,adPrice,2016-12-14
13,VIC2016-12-13,VIC,34.711,34.711,34.711,33.967,34.446,1231230,51311575000.0,0.0,0.0,0.0,0.0,adPrice,2016-12-13
14,VIC2016-12-12,VIC,34.38,34.711,34.711,34.132,34.512,756230,31583512600.0,0.0,0.0,0.0,0.0,adPrice,2016-12-12
15,VIC2016-12-09,VIC,34.711,34.711,34.711,34.05,34.496,705920,29463083000.0,0.0,0.0,0.0,0.0,adPrice,2016-12-09
16,VIC2016-12-08,VIC,34.298,34.711,34.711,34.298,34.653,713700,29928968200.0,0.0,0.0,0.0,0.0,adPrice,2016-12-08
17,VIC2016-12-07,VIC,34.463,34.711,34.793,33.76,34.388,981090,40825741000.0,0.0,0.0,0.248,0.72,adPrice,2016-12-07
18,VIC2016-12-06,VIC,34.628,34.463,34.628,33.843,34.24,563020,23324905500.0,0.0,0.0,-0.206,-0.59,adPrice,2016-12-06
19,VIC2016-12-05,VIC,34.711,34.669,34.835,34.215,34.603,672940,28174864400.0,30000.0,1290000000.0,-0.042,-0.12,adPrice,2016-12-05
20,VIC2016-12-02,VIC,34.298,34.711,34.876,34.298,34.661,627590,26321666000.0,2099167.0,88165016000.0,0.0,0.0,adPrice,2016-12-02
21,VIC2016-12-01,VIC,34.793,34.711,34.876,34.298,34.62,701120,29366954000.0,0.0,0.0,0.0,0.0,adPrice,2016-12-01
22,VIC2016-11-30,VIC,33.926,34.711,34.711,33.388,33.967,1461410,60064289000.0,33600.0,1296960000.0,0.413,1.2,adPrice,2016-11-30
23,VIC2016-11-29,VIC,35.124,34.298,35.124,34.298,34.537,986930,41240531000.0,200000.0,8999999500.0,-0.826,-2.35,adPrice,2016-11-29
24,VIC2016-11-28,VIC,34.545,35.124,35.124,33.967,34.595,1107530,46356021000.0,0.0,0.0,0.0,0.0,adPrice,2016-11-28
25,VIC2016-11-25,VIC,34.959,35.124,35.124,34.298,34.744,1651400,69425701000.0,0.0,0.0,0.0,0.0,adPrice,2016-11-25
26,VIC2016-11-24,VIC,35.289,35.124,35.289,34.752,35.0,619360,26228938800.0,0.0,0.0,-0.165,-0.47,adPrice,2016-11-24
27,VIC2016-11-23,VIC,35.207,35.289,35.372,35.165,35.273,286930,12247570400.0,0.0,0.0,0.082,0.23,adPrice,2016-11-23
28,VIC2016-11-22,VIC,35.041,35.207,35.289,35.041,35.157,261260,11113204700.0,0.0,0.0,0.0,0.0,adPrice,2016-11-22
29,VIC2016-11-21,VIC,35.124,35.207,35.207,34.876,35.074,326180,13844247600.0,0.0,0.0,0.0,0.0,adPrice,2016-11-21
30,VIC2016-11-18,VIC,35.537,35.207,35.537,34.959,35.19,376190,16018675700.0,0.0,0.0,-0.082,-0.23,adPrice,2016-11-18
31,VIC2016-11-17,VIC,35.207,35.289,35.372,34.752,35.132,993910,42252370000.0,0.0,0.0,0.0,0.0,adPrice,2016-11-17
32,VIC2016-11-16,VIC,35.331,35.289,35.785,35.207,35.38,465120,19912888300.0,0.0,0.0,-0.042,-0.12,adPrice,2016-11-16
33,VIC2016-11-15,VIC,35.537,35.331,35.95,35.165,35.512,404110,17365846000.0,680049.0,29922107400.0,-0.124,-0.35,adPrice,2016-11-15
34,VIC2016-11-14,VIC,36.116,35.455,37.025,35.455,36.314,1412440,62057591000.0,0.0,0.0,-0.909,-2.5,adPrice,2016-11-14
35,VIC2016-11-11,VIC,35.372,36.364,36.364,35.0,35.529,1006070,43250700000.0,0.0,0.0,0.992,2.8,adPrice,2016-11-11
36,VIC2016-11-10,VIC,35.372,35.372,35.537,35.207,35.388,254060,10878741500.0,0.0,0.0,0.248,0.71,adPrice,2016-11-10
37,VIC2016-11-09,VIC,35.455,35.124,35.455,34.711,35.14,846210,35984876000.0,0.0,0.0,-0.248,-0.7,adPrice,2016-11-09
38,VIC2016-11-08,VIC,35.289,35.372,35.455,35.207,35.314,351360,15014557700.0,0.0,0.0,0.041,0.12,adPrice,2016-11-08
39,VIC2016-11-07,VIC,35.041,35.331,35.413,34.959,35.165,195260,8308531700.0,0.0,0.0,0.29,0.83,adPrice,2016-11-07
40,VIC2016-11-04,VIC,34.711,35.041,35.289,34.711,35.033,166620,7063178800.0,0.0,0.0,0.0,0.0,adPrice,2016-11-04
41,VIC2016-11-03,VIC,34.793,35.041,35.372,34.587,34.868,488460,20608901100.0,0.0,0.0,0.082,0.23,adPrice,2016-11-03
42,VIC2016-11-02,VIC,35.372,34.959,35.702,34.959,35.372,481870,20621897700.0,5094002.0,216495079000.0,-0.372,-1.05,adPrice,2016-11-02
43,VIC2016-11-01,VIC,35.124,35.331,35.413,35.124,35.322,207880,8885068800.0,100000.0,4275899900.0,0.207,0.59,adPrice,2016-11-01
44,VIC2016-10-31,VIC,35.124,35.124,35.744,34.959,35.231,980500,41795654000.0,0.0,0.0,-0.289,-0.82,adPrice,2016-10-31
