,id,symbol,open,close,high,low,average,volume,value,ptVolume,ptValue,change,percentage,object,tradingDate
0,VIC2021-07-21,VIC,103.1,103.0,103.1,102.3,102.927925,66600,6855000100.0,0.0,0.0,0.0,0.0,adPrice,2021-07-21
1,VIC2021-07-20,VIC,102.6,103.0,103.3,100.0,101.565,2130300,216364515000.0,243300.0,25022431200.0,0.1,0.1,adPrice,2021-07-20
2,VIC2021-07-19,VIC,103.1,102.9,105.0,100.5,102.45,1851300,189662855000.0,375300.0,40298500000.0,-2.9,-2.74,adPrice,2021-07-19
3,VIC2021-07-16,VIC,102.1,105.8,106.1,102.1,105.11,2158200,226841330000.0,0.0,0.0,3.8,3.73,adPrice,2021-07-16
4,VIC2021-07-15,VIC,103.0,102.0,103.7,101.2,102.23,2584200,264195260000.0,0.0,0.0,-1.0,-0.97,adPrice,2021-07-15
5,VIC2021-07-14,VIC,103.0,103.0,106.4,102.0,103.61,2585100,267840176000.0,0.0,0.0,0.0,0.0,adPrice,2021-07-14
6,VIC2021-07-13,VIC,104.1,103.0,105.1,99.0,102.17,2355200,240629252000.0,28400.0,2899611650.0,-1.0,-0.96,adPrice,2021-07-13
7,VIC2021-07-12,VIC,108.5,104.0,110.0,101.7,105.15,2863900,301150241000.0,0.0,0.0,-4.6,-4.24,adPrice,2021-07-12
8,VIC2021-07-09,VIC,110.8,108.6,111.0,107.5,109.14,1787900,195125330000.0,0.0,0.0,-2.4,-2.16,adPrice,2021-07-09
9,VIC2021-07-08,VIC,113.0,111.0,113.0,110.5,111.32,1480900,164859167000.0,0.0,0.0,-3.0,-2.63,adPrice,2021-07-08
10,VIC2021-07-07,VIC,112.0,114.0,114.0,110.0,112.13,2507000,281118704000.0,0.0,0.0,2.0,1.79,adPrice,2021-07-07
11,VIC2021-07-06,VIC,115.0,112.0,116.0,112.0,114.08,3006500,342982328000.0,388100.0,44359832000.0,-3.0,-2.61,adPrice,2021-07-06
12,VIC2021-07-05,VIC,117.5,115.0,117.5,114.9,115.95,2765200,320631603000.0,250000.0,29149999100.0,-2.5,-2.13,adPrice,2021-07-05
13,VIC2021-07-02,VIC,118.1,117.5,118.9,117.5,117.98,1789100,211073597000.0,0.0,0.0,-1.1,-0.93,adPrice,2021-07-02
14,VIC2021-07-01,VIC,119.7,118.6,119.9,118.5,119.08,2194700,261347623000.0,0.0,0.0,-0.4,-0.34,adPrice,2021-07-01
15,VIC2021-06-30,VIC,118.0,119.0,121.5,118.0,120.2,2685900,322837250000.0,106000.0,12741296100.0,1.0,0.85,adPrice,2021-06-30
16,VIC2021-06-29,VIC,116.9,118.0,119.3,116.9,118.06,2339900,276256948000.0,135000.0,15949594600.0,1.3,1.11,adPrice,2021-06-29
17,VIC2021-06-28,VIC,117.5,116.7,117.6,116.7,116.96,1711000,200121336000.0,363100.0,42468901000.0,-0.8,-0.68,adPrice,2021-06-28
18,VIC2021-06-25,VIC,117.2,117.5,118.0,116.7,117.22395,1763300,206701003000.0,20000.0,23600.0,0.0,0.0,adPrice,2021-06-25
19,VIC2021-06-24,VIC,117.9,117.5,118.2,116.8,117.46,1374300,161418576000.0,0.0,0.0,0.6,0.51,adPrice,2021-06-24
20,VIC2021-06-23,VIC,118.0,116.9,118.1,116.5,117.13,1281200,150070411000.0,0.0,0.0,-0.6,-0.51,adPrice,2021-06-23
21,VIC2021-06-22,VIC,118.0,117.5,118.7,117.1,117.89,2161600,254838784000.0,200000.0,21839999000.0,0.1,0.09,adPrice,2021-06-22
22,VIC2021-06-21,VIC,117.5,117.4,118.9,117.3,117.81,1497200,176382362000.0,0.0,0.0,0.0,0.0,adPrice,2021-06-21
23,VIC2021-06-18,VIC,118.0,117.4,118.3,117.0,117.6,1788400,210317541000.0,50700.0,6142369800.0,0.4,0.34,adPrice,2021-06-18
24,VIC2021-06-17,VIC,118.0,117.0,118.9,117.0,117.56,2848500,334859010000.0,200000.0,25479999500.0,-2.1,-1.76,adPrice,2021-06-17
25,VIC2021-06-16,VIC,121.7,119.1,121.7,119.0,119.95,1180600,141615104000.0,0.0,0.0,-2.6,-2.14,adPrice,2021-06-16
26,VIC2021-06-15,VIC,120.0,121.7,122.0,119.5,121.05,1348000,163176497000.0,1537600.0,186443891000.0,1.7,1.42,adPrice,2021-06-15
27,VIC2021-06-14,VIC,118.2,120.0,120.5,118.1,119.36,1933100,230740967000.0,320700.0,36166234000.0,2.0,1.69,adPrice,2021-06-14
28,VIC2021-06-11,VIC,117.0,118.0,118.0,116.3,117.12,1729000,202504684000.0,0.0,0.0,1.5,1.29,adPrice,2021-06-11
29,VIC2021-06-10,VIC,118.5,116.5,119.2,116.5,117.71,2929000,344776376000.0,20000.0,2500000000.0,-2.3,-1.94,adPrice,2021-06-10
30,VIC2021-06-09,VIC,120.0,118.8,121.0,117.0,119.26929,1813300,216270995000.0,20000.0,23852.0,-1.0,-0.83,adPrice,2021-06-09
31,VIC2021-06-08,VIC,124.9,119.8,125.7,119.0,123.52,2699600,333467943000.0,300000.0,36693000000.0,-3.2,-2.6,adPrice,2021-06-08
