,id,symbol,open,close,high,low,average,volume,value,ptVolume,ptValue,change,percentage,object,tradingDate
0,VNM2006-12-29,VNM,6.469,6.522,6.522,6.469,6.512,145970,0.0,0.0,0.0,0.053,0.82,adPrice,2006-12-29
1,VNM2006-12-28,VNM,6.469,6.469,6.522,6.469,6.459,325280,0.0,0.0,0.0,0.211,3.37,adPrice,2006-12-28
2,VNM2006-12-27,VNM,6.522,6.258,6.679,6.258,6.25,220640,0.0,0.0,0.0,-0.264,-4.05,adPrice,2006-12-27
3,VNM2006-12-26,VNM,6.258,6.522,6.522,6.156,6.512,358820,0.0,0.0,0.0,0.264,4.22,adPrice,2006-12-26
4,VNM2006-12-25,VNM,6.258,6.258,6.258,6.054,6.25,534840,63382999000.0,0.0,0.0,-0.108,-1.7,adPrice,2006-12-25
5,VNM2006-12-22,VNM,6.366,6.366,6.366,6.366,6.354,178830,0.0,0.0,0.0,-0.313,-4.69,adPrice,2006-12-22
6,VNM2006-12-21,VNM,6.992,6.679,6.992,6.679,6.667,428770,0.0,0.0,0.0,-0.313,-4.48,adPrice,2006-12-21
7,VNM2006-12-20,VNM,6.992,6.992,7.097,6.992,6.98,377920,0.0,0.0,0.0,0.105,1.52,adPrice,2006-12-20
8,VNM2006-12-19,VNM,6.733,6.887,6.887,6.733,6.98,394200,0.0,0.0,0.0,0.052,0.76,adPrice,2006-12-19
9,VNM2006-12-18,VNM,7.097,6.835,7.097,6.784,6.822,508320,0.0,0.0,0.0,-0.262,-3.69,adPrice,2006-12-18
10,VNM2006-12-15,VNM,7.251,7.097,7.251,7.097,7.086,315520,0.0,0.0,0.0,-0.154,-2.12,adPrice,2006-12-15
11,VNM2006-12-14,VNM,7.251,7.251,7.563,7.251,7.24,687590,0.0,0.0,0.0,0.0,0.0,adPrice,2006-12-14
12,VNM2006-12-13,VNM,7.251,7.251,7.251,7.251,7.24,716990,0.0,0.0,0.0,0.313,4.51,adPrice,2006-12-13
13,VNM2006-12-12,VNM,6.938,6.938,7.198,6.938,6.927,518940,0.0,0.0,0.0,0.051,0.74,adPrice,2006-12-12
14,VNM2006-12-11,VNM,6.887,6.887,6.887,6.887,6.876,129570,0.0,0.0,0.0,0.312,4.75,adPrice,2006-12-11
15,VNM2006-12-08,VNM,6.575,6.575,6.575,6.575,6.563,107230,0.0,0.0,0.0,0.317,5.07,adPrice,2006-12-08
16,VNM2006-12-07,VNM,6.258,6.258,6.258,6.258,6.25,204350,0.0,0.0,0.0,0.259,4.32,adPrice,2006-12-07
17,VNM2006-12-06,VNM,5.949,5.999,5.999,5.949,5.988,515800,0.0,0.0,0.0,0.26,4.53,adPrice,2006-12-06
18,VNM2006-12-05,VNM,5.688,5.739,5.739,5.688,5.73,180310,0.0,0.0,0.0,0.106,1.88,adPrice,2006-12-05
19,VNM2006-12-04,VNM,5.53,5.633,5.633,5.53,5.624,256710,0.0,0.0,0.0,0.153,2.79,adPrice,2006-12-04
