,ACB,BCM,BHN,BID,BVH,CTG,DXG,EIB,FPT,GAS,GEX,GVR,HCM,HDB,HPG,HSG,HVN,KBC,KDC,KDH,LPB,MBB,MSB,MSN,MWG,NVL,OCB,PDR,PLX,PNJ,POW,REE,SAB,SHP,SSB,SSI,STB,TCB,TPB,VCB,VCG,VCI,VGC,VHM,VIB,VIC,VJC,VNM,VPB,VRE,^VNINDEX
2004-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2004-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998
2004-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004
2004-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996
2004-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
2004-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
2004-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999997
2005-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004100476376700375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
2005-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0053582746213668335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003344171372214803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
2005-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028292219075586825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000016
2005-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037938764044106225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24410805020459242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
2005-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4360831295963404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004
2005-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4519529245623449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998
2005-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4749445473082067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
2006-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16014613870975994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6764163804321534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34038450037030543,0.0,0.0,1.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4526998310734792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8015274176701427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521415299851178,0.0,0.0,0.9999999999999998
2006-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7012243722262091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8187574938654805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8296692285184848,0.0,0.0,0.9999999999999997
2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7297051460222326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9079558126785551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8568143879441298,0.0,0.0,0.9999999999999999
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7713416079907915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811047178674015,0.0,0.0,0.0,0.0,0.11221019930880342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8733386329836659,0.0,0.0,1.0000000000000002
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804504940671017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8712477237292675,0.0,0.0,0.0,0.0,0.21333622992454185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8930884828489202,0.0,0.0,0.9999999999999999
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8063217595637914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8785755497307739,0.0,0.0,0.0,0.0,0.2605589806578985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8916794405748669,0.0,0.0,0.9999999999999996
2006-11-30,0.08578750549062532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8236594014224918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8975323303240816,0.0,0.0,0.0,0.0,0.30641857982174414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9303952697177194,0.0,0.0,1.0000000000000004
2007-01-31,0.18485218017090085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209481246849133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947009873581621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9093800679722466,0.0,0.0,0.0,0.18109462931575046,0.31474247608732464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836321965004841,0.0,0.0,0.9999999999999998
2007-02-28,0.2257838769935726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2838320187552603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9275372015332368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9141072675509776,0.0,0.0,0.0,0.22866195637628023,0.32575229216886914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0234818895962707,0.0,0.0,1.0000000000000002
2007-05-31,0.34227386239951296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44630131208539586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0242740352416868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.948456283055169,0.0,0.0,0.0,0.3327357028172887,0.4196911288863759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0863935584526332,0.0,0.0,0.9999999999999998
2007-07-31,0.40550579274191734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4871495402007288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0136366205679535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9693174428918948,0.0,0.0,0.0,0.3632693383250106,0.4788225806353693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0689406013862237,0.0,0.0,1.0
2007-08-31,0.43498049289608587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5490400544121613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0216444491623147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9741518383480289,0.0,0.0,0.0,0.389957055617694,0.5297089369164504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0529703736941662,0.0,0.0,1.0000000000000002
2007-10-31,0.5743536968572591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7180706700227801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.062526263903091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0020607836143147,0.0,0.0,0.0,0.49477705902797064,0.6834391177860932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06332061620497238,0.0,1.063440838425184,0.0,0.0,1.0000000000000004
2007-11-30,0.6515484776443673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7708124124205412,0.0,0.0,0.0,0.0,0.0,0.006064360263934289,0.0,0.0,0.0,1.0646673668514208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0123715084323992,0.0,0.0,0.0,0.5519150389805808,0.7416241904078658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08343114692473808,0.0,1.0610987344490337,0.0,0.0,1.0
2008-01-31,0.8449749139105365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9925681216174084,0.0,0.0,0.0,0.0,0.0,0.12744994485870478,0.0,0.0,0.029969604068629235,1.1048674433575796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0473514264032375,0.0,0.0,0.0,0.7402354546740679,0.7717349654268715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20499123549237167,0.0,1.0548619145148004,0.0,0.0,1.0000000000000004
2008-02-29,0.8822442366890997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0289267622623504,0.0,0.0,0.0,0.0,0.0,0.21374965695584722,0.0,0.0,0.06646018228091108,1.0944318182603623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0706736875817553,0.0,0.0,0.0,0.8085774720734176,0.7834896069648876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26312420101086503,0.0,1.0575308871073852,0.0,0.0,1.0
2008-03-31,0.9916650295947272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.047150460900804,0.0,0.0,0.0,0.0,0.0,0.33410887260519967,0.0,0.0,0.09711133302441986,1.0884997642715024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0688109888203288,0.0,0.0,0.0,0.8577059863869491,0.845655788135814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3582593761099842,0.0,1.0470520121946232,0.0,0.0,1.0
2008-06-30,1.091774036539474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1213499192380225,0.0,0.0,0.0,0.0,0.0,0.4362007295489636,0.0,0.0,-0.1579319881839853,1.0783979266167905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0480903193327242,0.0,0.0,0.0,0.9501478179317135,0.9193032228603871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46110363616076755,0.0,1.0442790200371912,0.0,0.0,1.0000000000000004
2008-07-31,1.2194403861667193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1496823242047385,0.0,0.0,0.0,0.0,0.0,0.558437161717784,0.0,0.0,-0.13676415099600675,1.0442941646737216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0689990722003688,0.0,0.0,0.0,0.9883146960568259,1.0577526612744028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5643671955594609,0.0,1.0132663660649617,0.0,0.0,1.0000000000000007
2008-09-30,1.318672177567208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1457380098169194,0.0,0.0,0.0,0.0,0.0,0.7523306744107486,0.0,0.0,-0.06423982648498047,1.031866230909936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.071199789493824,0.0,0.0,0.0,0.9996591448815764,1.1531312068980148,0.0,0.0,0.0,0.20985598325751792,0.0,0.0,0.0,0.0,0.7255334989960274,0.0,0.9642498071040562,0.0,0.0,1.0000000000000004
2008-10-31,1.3515591828517601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1496225036731096,0.0,0.0,0.0,0.0,0.0,0.8678523046339706,0.0,0.0,0.10920425750385294,1.0027636513809135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871156302482317,0.0,0.0,0.0,1.0533083878855145,1.181921956225098,0.0,0.0,0.0,0.38038525183086286,0.0,0.0,0.0,0.0,0.8099996387058066,0.0,0.951856804082442,0.0,0.0,1.0000000000000004
2008-12-31,1.309039244961711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.174167977812025,0.0,0.0,0.0,0.0,0.0,0.9695895938756736,-0.010783971446307848,0.0,0.17539050322110586,0.9634094467798888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.094583385127926,0.0,0.0,0.0,1.1040976510892082,1.1579217979098289,0.0,0.0,0.0,0.5415777572426851,0.0,0.0,0.0,0.0,0.8307221541521423,0.0,0.9690734848472732,0.0,0.0,1.0000000000000007
2009-03-31,1.3138309399105528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.185763023990028,0.0,0.0,0.0,0.0,0.0,1.0809174958876713,0.1337491826709702,0.0,0.3288076300072823,0.9355433116847831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03903131266558138,0.0,1.1159757866030249,0.0,0.0,0.0,1.165975694681721,1.15755022678519,0.0,0.0,0.0,0.6493058404113923,0.0,0.0,0.0,0.0,0.8661580863801817,0.0,0.9536334644729492,0.0,0.0,1.0000000000000002
2009-06-30,1.3057536666428504,0.0,0.0,0.0,-0.0015824203098526047,0.0,0.0,0.0,1.1560113181132852,0.0,0.0,0.0,0.09455891602918018,0.0,1.1093418130337622,0.37717030126619305,0.0,0.514714282975984,0.9520963199682413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20419603481657533,0.0,1.133696969552156,0.0,0.0,0.0,1.1860197314706222,1.140903253334151,0.0,0.0,0.0,0.8630957797138092,0.0,0.0,0.0,0.0,0.8998544731201836,0.0,0.9091717176996463,0.0,0.0,1.0000000000000007
2009-07-31,1.3172995688546019,0.0,0.0,0.0,0.07958939830498198,0.05033303631846929,0.0,0.0,1.1211441164565867,0.0,0.0,0.0,0.17406667340192694,0.0,1.122236055274273,0.450699030590288,0.0,0.5955408644553514,0.9366129497651741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24973258501874945,0.0,1.14445375854933,0.0,0.0,0.0,1.1866535423434867,1.168536230106319,0.0,0.0,0.07180490885400044,0.9477765384175605,0.0,0.0,0.0,0.0,0.9131429130490809,0.0,0.8878201789581526,0.0,0.0,1.0000000000000004
2009-08-31,1.2910947650393045,0.0,0.0,0.0,0.10183051928776762,0.05899660480061836,0.0,0.0,1.112647384222801,0.0,0.0,0.0,0.20702608900473424,0.0,1.1264652702093605,0.5184018905434499,0.0,0.6094652441543424,0.9327887934068584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295064951251331,0.0,1.1434239488845943,0.0,0.0,0.0,1.195010589546353,1.1708908748391742,0.0,0.0,0.09024143243275948,1.06682742904101,0.0,0.0,0.0,0.0,0.9161564130740906,0.0,0.8805310445735606,0.0,0.0,1.0000000000000002
2009-09-30,1.2625845024213438,0.0,0.0,0.0,0.11947239263284436,0.06919730878211396,0.0,0.0,1.1127043064386692,0.0,0.0,0.0,0.23644158582064342,0.0,1.1248743213126104,0.5556589031811401,0.0,0.6547869636498347,0.9328116278819183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319882759179878,0.0,1.1394094281159828,0.0,0.0,0.0,1.1972709513688722,1.1487616116324264,0.0,0.0,0.10541849227048644,1.1508634787118324,0.0,0.0,0.0,0.0,0.9353030458636712,0.0,0.9015565604221335,0.0,0.0,1.0
2009-11-30,1.2067074929224602,0.0,0.0,0.0,0.21586814371259985,0.1791483490558588,0.0,0.07828489802528531,1.1003920020356541,0.0,0.0,0.0,0.36173751998934583,0.0,1.1335227189614865,0.6473949223896882,0.0,0.748945815773585,0.9261123338237396,0.0,0.0,0.0,0.0,0.034716413861164336,0.0,0.0,0.0,0.0,0.0,0.41669216770597334,0.0,1.1654767027376398,0.0,0.0,0.0,1.1964374815487386,1.1317717799393734,0.0,0.0,0.1891610183805734,1.2306991823587818,0.0,0.0,0.0,0.0,0.8987378731297679,0.0,0.8891201515948985,0.0,0.0,1.0000000000000004
2009-12-31,1.1725292459827075,0.0,0.0,0.0,0.27160775883059973,0.21122642854453388,0.01509819601299093,0.12216888627275752,1.0883420014687382,0.0,0.0,0.0,0.4397305801490093,0.0,1.1394496447565483,0.7217527924888958,0.0,0.9015172382739767,0.9144161962508852,0.0,0.0,0.0,0.0,0.06912896006207227,0.0,0.0,0.0,0.0,0.0,0.4586860540606754,0.0,1.1804832095299158,0.0,0.0,0.0,1.2127280975199564,1.1228693018607072,0.0,0.0,0.24211609506343312,1.2975379537611915,0.0,0.0,0.0,0.0,0.8830813668606341,0.0,0.8819564887238855,0.0,0.0,1.0
2010-03-31,1.069094753434066,0.0,0.0,0.0,0.4090870909202437,0.3099021861735992,0.10571035768708446,0.2004056212553137,1.0477615984085473,0.0,0.0,0.0,0.6455646493132721,0.0,1.1459809509144343,0.9525818370284553,0.0,1.038679842950129,0.8773399681018854,0.03807994851141839,0.0,0.0,0.0,0.1477817249841416,0.0,0.0,0.0,0.0,0.0,0.6228854113892945,0.0,1.2144487980349254,0.0,0.0,0.0,1.237576024448533,1.0758975083111917,0.0,0.0,0.3544699321524437,1.392879292012691,0.0,0.0,0.0,0.0,0.8394152966716646,0.0,0.9113656776619408,0.0,0.0,0.9999999999999993
2010-05-31,1.0411130639761157,0.0,0.0,0.0,0.5014211957324514,0.3895922964407901,0.15841542888558793,0.25954072216109236,1.011542078864864,0.0,0.0,0.0,0.7884917474080888,0.0,1.1322878605744746,1.1195327727589528,0.0,1.1018207938502356,0.9140920184583682,0.07575223806016058,0.0,0.0,0.0,0.18405630852197508,0.0,0.0,0.0,0.0,0.0,0.7527912741651925,0.0,1.214797361719802,0.0,0.0,0.0,1.233425364036524,1.0561911776084578,0.0,0.0,0.4413080254719949,1.4015361253159488,0.0,0.0,0.0,0.0,0.8807895236456903,0.0,0.8597951657874217,0.0,0.0,1.0
2010-06-30,1.033293756385836,0.0,0.0,0.0,0.5261292684432849,0.4099900992401583,0.182419334168671,0.2767993492310341,0.9985290493521252,0.0,0.0,0.0,0.8315479233794981,0.0,1.115114309928859,1.1691191190756802,0.0,1.1461349406291326,0.8996734795536605,0.08314440945655104,0.0,0.0,0.0,0.2052658474074202,0.0,0.0,0.0,0.0,0.0,0.7878383929210965,0.0,1.2227718478141612,0.0,0.0,0.0,1.212991447074199,1.0522762133516537,0.0,0.0,0.46879874620819617,1.4155544306740326,0.0,0.0,0.0,0.0,0.8936784002113033,0.0,0.859319731976121,0.0,0.0,1.0
2010-08-31,1.0002415387920487,0.0,0.0,0.0,0.6013614417224927,0.494018206798424,0.2598174567688966,0.3446617146441275,0.9699745373431032,0.0,0.0,0.0,0.9877540821662187,0.0,1.1141979704036407,1.2014775906627408,0.0,1.141443600405117,0.9265991954522314,0.17242256390569663,0.0,0.0,0.0,0.2393318369493747,0.0,0.0,0.0,0.0563966723033897,0.0,0.9310648321143291,0.0,1.240555248305397,0.0,0.0,0.0,1.2169209086744854,1.0034529512477741,0.0,0.0,0.5468674490478463,1.49340172678346,0.0,0.0,0.0,0.0,0.8572820220678972,0.0,0.8398789754236603,0.0,0.0,1.0000000000000002
2010-09-30,0.9522501065058232,0.0,0.0,0.0,0.6817900315265348,0.558076089558742,0.31675418402268435,0.39285826301773347,0.9235687333231202,0.0,0.0,0.0,1.1393113758504796,0.0,1.0991502705432001,1.2444652252296224,0.0,1.182891364428146,0.9427733522224155,0.20562404097929748,0.0,0.0,0.0,0.2714746906641765,0.0,0.0,0.0,0.07154645889094259,0.0,0.9471638810097045,0.0,1.2504223741699667,0.0,0.01174169223079737,0.0,1.2497670704665336,1.0271578300575863,0.0,0.0,0.6161132992699238,1.5095266441997575,0.0,0.0,0.0,0.0,0.8248352244554,0.0,0.8322217066985863,0.0,0.0,1.0
2010-11-30,0.8456100056592466,0.0,0.0,0.0,0.9230647961718489,0.7097019719331352,0.47294590381735807,0.5208647894457441,0.9148098995172167,0.0,0.0,0.0,1.3985924176153208,0.0,1.0918498557219043,1.30287715160828,0.0,1.1947465938001556,0.9012934746090207,0.29739094106497777,0.0,0.0,0.0,0.36856417083059556,0.0,0.0,0.0,0.11579273790698974,0.0,0.9989993634981089,0.0,1.2820173311453522,0.0,0.11166401119100053,0.0,1.268527595290182,0.9693950004963633,0.0,0.0,0.8086050013586927,1.5664001361095297,0.0,0.0,0.0,0.0,0.7959416112394536,0.0,0.8235845816335836,0.0,0.0,0.9999999999999999
2010-12-31,0.8493497397452235,0.0,0.0,0.0,0.9772407961430386,0.7826950394141299,0.6214874651915162,0.6262156245949392,0.8784035531923002,0.0,0.0,0.0,1.4385052656244102,0.0,1.0945950131445141,1.3404080486260486,0.0,1.2028512697582288,0.844284106066086,0.3531313954536389,0.0,0.0,0.0,0.4372146444976031,0.0,0.0,0.0,0.14672260795255923,0.0,0.9783461320842783,0.0,1.308746956909565,0.0,0.20811137516953987,0.0,1.3134930276576742,0.9607027078454256,0.0,0.0,0.8599368883700522,1.6539545614932663,0.0,0.0,0.0,0.0,0.7697945842493488,0.0,0.826772531963922,0.0,0.0,1.0000000000000002
