|createdDate|displayLevel|displayOrder|exchangeCode|fiscalDate|id|itemCode|itemName|locale|modelType|modifiedDate|numericValue|reportType|rowNo|secCode|companyId
0|2016-02-16T00:00:00|1.0|10.0|HOSTC|2015-12-31T00:00:00|VIC11000ANNUAL31-DEC-15VN1|11000|Tài sản ngắn hạn|VN|1|2017-03-29T00:00:00|67699619665953|ANNUAL|3|VIC|
1|2016-02-16T00:00:00|2.0|20.0|HOSTC|2015-12-31T00:00:00|VIC11100ANNUAL31-DEC-15VN1|11100|Tiền và các khoản tương đương tiền|VN|1|2017-03-29T00:00:00|6938465104490|ANNUAL|3|VIC|
2|2016-02-16T00:00:00|3.0|30.0|HOSTC|2015-12-31T00:00:00|VIC11110ANNUAL31-DEC-15VN1|11110|Tiền|VN|1|2017-03-29T00:00:00|3771965874567|ANNUAL|3|VIC|
3|2016-02-16T00:00:00|3.0|70.0|HOSTC|2015-12-31T00:00:00|VIC11120ANNUAL31-DEC-15VN1|11120|Các khoản tương đương tiền|VN|1|2017-03-29T00:00:00|3166499229923|ANNUAL|3|VIC|
4|2016-02-16T00:00:00|2.0|80.0|HOSTC|2015-12-31T00:00:00|VIC11200ANNUAL31-DEC-15VN1|11200|Các khoản đầu tư tài chính ngắn hạn|VN|1|2017-03-29T00:00:00|11142979590895|ANNUAL|3|VIC|
5|2016-02-16T00:00:00|3.0|90.0|HOSTC|2015-12-31T00:00:00|VIC11210ANNUAL31-DEC-15VN1|11210|Đầu tư ngắn hạn|VN|1|2017-03-29T00:00:00|32369112000|ANNUAL|3|VIC|
6|2016-02-16T00:00:00|3.0|100.0|HOSTC|2015-12-31T00:00:00|VIC11290ANNUAL31-DEC-15VN1|11290|Dự phòng giảm giá đầu tư ngắn hạn|VN|1|2017-03-29T00:00:00|-14958000000|ANNUAL|3|VIC|
7|2016-02-16T00:00:00|3.0|105.0|HOSTC|2015-12-31T00:00:00|VIC412320ANNUAL31-DEC-15VN1|412320|Đầu tư giữ đến ngày đáo hạn|VN|1|2017-03-29T00:00:00|11125568478895|ANNUAL|3|VIC|
8|2016-02-16T00:00:00|2.0|110.0|HOSTC|2015-12-31T00:00:00|VIC11300ANNUAL31-DEC-15VN1|11300|Các khoản phải thu ngắn hạn|VN|1|2017-03-29T00:00:00|13848128025192|ANNUAL|3|VIC|
9|2016-02-16T00:00:00|3.0|120.0|HOSTC|2015-12-31T00:00:00|VIC11310ANNUAL31-DEC-15VN1|11310|Phải thu khách hàng|VN|1|2017-03-29T00:00:00|2532249371138|ANNUAL|3|VIC|
