|createdDate|displayLevel|displayOrder|exchangeCode|fiscalDate|id|itemCode|itemName|locale|modelType|modifiedDate|numericValue|reportType|rowNo|secCode|companyId
43|2014-02-18T00:00:00|4.0|860.0|HOSTC|2013-12-31T00:00:00|VIC12280ANNUAL31-DEC-13VN1|12280|Nguyên giá|VN|1|2016-11-05T00:00:00|576932515265|ANNUAL|5|VIC|
44|2014-02-18T00:00:00|4.0|930.0|HOSTC|2013-12-31T00:00:00|VIC12290ANNUAL31-DEC-13VN1|12290|Giá trị hao mòn luỹ kế|VN|1|2016-11-05T00:00:00|-72441329589|ANNUAL|5|VIC|
45|2014-02-18T00:00:00|3.0|990.0|HOSTC|2013-12-31T00:00:00|VIC12300ANNUAL31-DEC-13VN1|12300|Chi phí xây dựng cơ bản dở dang (trước 2015)|VN|1|2016-11-05T00:00:00|5573906924848|ANNUAL|5|VIC|
46|2014-02-18T00:00:00|2.0|1000.0|HOSTC|2013-12-31T00:00:00|VIC12400ANNUAL31-DEC-13VN1|12400|Bất động sản đầu tư|VN|1|2016-11-05T00:00:00|13628734369628|ANNUAL|5|VIC|
47|2014-02-18T00:00:00|3.0|1010.0|HOSTC|2013-12-31T00:00:00|VIC12410ANNUAL31-DEC-13VN1|12410|Nguyên giá|VN|1|2016-11-05T00:00:00|14148672844583|ANNUAL|5|VIC|
48|2014-02-18T00:00:00|3.0|1060.0|HOSTC|2013-12-31T00:00:00|VIC12420ANNUAL31-DEC-13VN1|12420|Giá trị hao mòn luỹ kế|VN|1|2016-11-05T00:00:00|-519938474955|ANNUAL|5|VIC|
49|2014-02-18T00:00:00|2.0|1100.0|HOSTC|2013-12-31T00:00:00|VIC12440ANNUAL31-DEC-13VN1|12440|Tài sản dở dang dài hạn|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
50|2014-02-18T00:00:00|3.0|1110.0|HOSTC|2013-12-31T00:00:00|VIC12450ANNUAL31-DEC-13VN1|12450|Chi phí sản xuất, kinh doanh dở dang dài hạn|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
51|2014-02-18T00:00:00|3.0|1120.0|HOSTC|2013-12-31T00:00:00|VIC12460ANNUAL31-DEC-13VN1|12460|Chi phí xây dựng cơ bản dở dang |VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
52|2014-02-18T00:00:00|2.0|1160.0|HOSTC|2013-12-31T00:00:00|VIC12500ANNUAL31-DEC-13VN1|12500|Các khoản đầu tư tài chính dài hạn|VN|1|2016-11-05T00:00:00|4532383326606|ANNUAL|5|VIC|
53|2014-02-18T00:00:00|3.0|1170.0|HOSTC|2013-12-31T00:00:00|VIC12510ANNUAL31-DEC-13VN1|12510|Đầu tư vào công ty con|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
54|2014-02-18T00:00:00|3.0|1180.0|HOSTC|2013-12-31T00:00:00|VIC12520ANNUAL31-DEC-13VN1|12520|Đầu tư vào công ty liên kết, liên doanh|VN|1|2016-11-05T00:00:00|1829738207290|ANNUAL|5|VIC|
55|2014-02-18T00:00:00|3.0|1190.0|HOSTC|2013-12-31T00:00:00|VIC12580ANNUAL31-DEC-13VN1|12580|Đầu tư dài hạn khác|VN|1|2016-11-05T00:00:00|2705645119316|ANNUAL|5|VIC|
56|2014-02-18T00:00:00|3.0|1250.0|HOSTC|2013-12-31T00:00:00|VIC12590ANNUAL31-DEC-13VN1|12590|Dự phòng giảm giá đầu tư tài chính dài hạn|VN|1|2016-11-05T00:00:00|-3000000000|ANNUAL|5|VIC|
57|2014-02-18T00:00:00|3.0|1255.0|HOSTC|2013-12-31T00:00:00|VIC12595ANNUAL31-DEC-13VN1|12595|Đầu tư dài hạn giữ đến ngày đáo hạn|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
58|2014-02-18T00:00:00|2.0|1260.0|HOSTC|2013-12-31T00:00:00|VIC12600ANNUAL31-DEC-13VN1|12600|Tài sản dài hạn khác|VN|1|2016-11-05T00:00:00|1238826097403|ANNUAL|5|VIC|
59|2014-02-18T00:00:00|3.0|1270.0|HOSTC|2013-12-31T00:00:00|VIC12610ANNUAL31-DEC-13VN1|12610|Chi phí trả trước dài hạn|VN|1|2016-11-05T00:00:00|1195471414505|ANNUAL|5|VIC|
60|2014-02-18T00:00:00|3.0|1330.0|HOSTC|2013-12-31T00:00:00|VIC12620ANNUAL31-DEC-13VN1|12620|Tài sản thuế thu nhập hoãn lại|VN|1|2016-11-05T00:00:00|42623898681|ANNUAL|5|VIC|
61|2014-02-18T00:00:00|3.0|1335.0|HOSTC|2013-12-31T00:00:00|VIC12630ANNUAL31-DEC-13VN1|12630|Thiết bị, vật tư, phụ tùng thay thế dài hạn|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
62|2014-02-18T00:00:00|3.0|1340.0|HOSTC|2013-12-31T00:00:00|VIC12680ANNUAL31-DEC-13VN1|12680|Tài sản dài hạn khác|VN|1|2016-11-05T00:00:00|730784217|ANNUAL|5|VIC|
63|2014-02-18T00:00:00|3.0|1342.0|HOSTC|2013-12-31T00:00:00|VIC12690ANNUAL31-DEC-13VN1|12690|Lợi thế thương mại|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
64|2014-02-18T00:00:00|2.0|1345.0|HOSTC|2013-12-31T00:00:00|VIC412541ANNUAL31-DEC-13VN1|412541|Lợi thế thương mại (trước 2015)|VN|1|2016-11-05T00:00:00|4803912193645|ANNUAL|5|VIC|
65|2014-02-18T00:00:00|0.0|1350.0|HOSTC|2013-12-31T00:00:00|VIC12700ANNUAL31-DEC-13VN1|12700|TỔNG CỘNG TÀI SẢN|VN|1|2016-11-05T00:00:00|75772648425795|ANNUAL|5|VIC|
66|2014-02-18T00:00:00|1.0|1360.0|HOSTC|2013-12-31T00:00:00|VIC13000ANNUAL31-DEC-13VN1|13000|Nợ phải trả|VN|1|2016-11-05T00:00:00|57156105584507|ANNUAL|5|VIC|
67|2014-02-18T00:00:00|2.0|1370.0|HOSTC|2013-12-31T00:00:00|VIC13100ANNUAL31-DEC-13VN1|13100|Nợ ngắn hạn|VN|1|2016-11-05T00:00:00|26675265408188|ANNUAL|5|VIC|
68|2014-02-18T00:00:00|3.0|1380.0|HOSTC|2013-12-31T00:00:00|VIC13110ANNUAL31-DEC-13VN1|13110|Vay và nợ ngắn hạn|VN|1|2016-11-05T00:00:00|3023470785606|ANNUAL|5|VIC|
69|2014-02-18T00:00:00|3.0|1410.0|HOSTC|2013-12-31T00:00:00|VIC13120ANNUAL31-DEC-13VN1|13120|Phải trả người bán|VN|1|2016-11-05T00:00:00|1158828828873|ANNUAL|5|VIC|
70|2014-02-18T00:00:00|3.0|1420.0|HOSTC|2013-12-31T00:00:00|VIC13130ANNUAL31-DEC-13VN1|13130|Người mua trả tiền trước|VN|1|2016-11-05T00:00:00|16150044422734|ANNUAL|5|VIC|
71|2014-02-18T00:00:00|3.0|1430.0|HOSTC|2013-12-31T00:00:00|VIC13140ANNUAL31-DEC-13VN1|13140|Thuế và các khoản phải nộp Nhà nước|VN|1|2016-11-05T00:00:00|2107765031095|ANNUAL|5|VIC|
72|2014-02-18T00:00:00|3.0|1520.0|HOSTC|2013-12-31T00:00:00|VIC13150ANNUAL31-DEC-13VN1|13150|Phải trả người lao động|VN|1|2016-11-05T00:00:00|41416688481|ANNUAL|5|VIC|
73|2014-02-18T00:00:00|3.0|1530.0|HOSTC|2013-12-31T00:00:00|VIC13160ANNUAL31-DEC-13VN1|13160|Chi phí phải trả|VN|1|2016-11-05T00:00:00|3091940291762|ANNUAL|5|VIC|
74|2014-02-18T00:00:00|3.0|1580.0|HOSTC|2013-12-31T00:00:00|VIC13170ANNUAL31-DEC-13VN1|13170|Phải trả nội bộ|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
75|2014-02-18T00:00:00|3.0|1590.0|HOSTC|2013-12-31T00:00:00|VIC13180ANNUAL31-DEC-13VN1|13180|Phải trả theo tiến độ kế hoạch hợp đồng xây dựng|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
76|2014-02-18T00:00:00|3.0|1600.0|HOSTC|2013-12-31T00:00:00|VIC13190ANNUAL31-DEC-13VN1|13190|Các khoản phải trả, phải nộp ngắn hạn khác|VN|1|2016-11-05T00:00:00|1101799359637|ANNUAL|5|VIC|
77|2014-02-18T00:00:00|3.0|1685.0|HOSTC|2013-12-31T00:00:00|VIC14310ANNUAL31-DEC-13VN1|14310|Quỹ khen thưởng, phúc lợi|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
78|2014-02-18T00:00:00|3.0|1686.0|HOSTC|2013-12-31T00:00:00|VIC13199ANNUAL31-DEC-13VN1|13199|Doanh thu chưa thực hiện ngắn hạn|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
79|2014-02-18T00:00:00|3.0|1690.0|HOSTC|2013-12-31T00:00:00|VIC13200ANNUAL31-DEC-13VN1|13200|Dự phòng phải trả ngắn hạn|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
80|2014-02-18T00:00:00|3.0|1691.0|HOSTC|2013-12-31T00:00:00|VIC13210ANNUAL31-DEC-13VN1|13210|Quỹ bình ổn giá|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
81|2014-02-18T00:00:00|3.0|1692.0|HOSTC|2013-12-31T00:00:00|VIC13220ANNUAL31-DEC-13VN1|13220|Giao dịch mua bán lại trái phiếu chính phủ|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
82|2014-02-18T00:00:00|2.0|1700.0|HOSTC|2013-12-31T00:00:00|VIC13300ANNUAL31-DEC-13VN1|13300|Nợ dài hạn|VN|1|2016-11-05T00:00:00|30480840176319|ANNUAL|5|VIC|
83|2014-02-18T00:00:00|3.0|1710.0|HOSTC|2013-12-31T00:00:00|VIC13310ANNUAL31-DEC-13VN1|13310|Phải trả dài hạn người bán|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
84|2014-02-18T00:00:00|3.0|1711.0|HOSTC|2013-12-31T00:00:00|VIC13311ANNUAL31-DEC-13VN1|13311|Người mua trả trước dài hạn|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
85|2014-02-18T00:00:00|3.0|1712.0|HOSTC|2013-12-31T00:00:00|VIC13312ANNUAL31-DEC-13VN1|13312|Chi phí phải trả dài hạn|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
86|2014-02-18T00:00:00|3.0|1713.0|HOSTC|2013-12-31T00:00:00|VIC13313ANNUAL31-DEC-13VN1|13313|Phải trả nội bộ về vốn kinh doanh|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
87|2014-02-18T00:00:00|3.0|1720.0|HOSTC|2013-12-31T00:00:00|VIC13320ANNUAL31-DEC-13VN1|13320|Phải trả dài hạn nội bộ|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
88|2014-02-18T00:00:00|3.0|1730.0|HOSTC|2013-12-31T00:00:00|VIC13330ANNUAL31-DEC-13VN1|13330|Phải trả dài hạn khác|VN|1|2016-11-05T00:00:00|6023851978161|ANNUAL|5|VIC|
89|2014-02-18T00:00:00|3.0|1740.0|HOSTC|2013-12-31T00:00:00|VIC13340ANNUAL31-DEC-13VN1|13340|Vay và nợ dài hạn|VN|1|2016-11-05T00:00:00|24360164494408|ANNUAL|5|VIC|
90|2014-02-18T00:00:00|3.0|1794.0|HOSTC|2013-12-31T00:00:00|VIC13343ANNUAL31-DEC-13VN1|13343|Trái phiếu chuyển đổi|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
91|2014-02-18T00:00:00|3.0|1795.0|HOSTC|2013-12-31T00:00:00|VIC13346ANNUAL31-DEC-13VN1|13346|Cổ phiếu ưu đãi|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
92|2014-02-18T00:00:00|3.0|1800.0|HOSTC|2013-12-31T00:00:00|VIC13350ANNUAL31-DEC-13VN1|13350|Thuế thu nhập hoãn lại phải trả|VN|1|2016-11-05T00:00:00|96823703750|ANNUAL|5|VIC|
93|2014-02-18T00:00:00|3.0|1810.0|HOSTC|2013-12-31T00:00:00|VIC13360ANNUAL31-DEC-13VN1|13360|Dự phòng trợ cấp mất việc làm|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
94|2014-02-18T00:00:00|3.0|1815.0|HOSTC|2013-12-31T00:00:00|VIC13197ANNUAL31-DEC-13VN1|13197|Doanh thu chưa thực hiện dài hạn|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
95|2014-02-18T00:00:00|3.0|1817.0|HOSTC|2013-12-31T00:00:00|VIC14193ANNUAL31-DEC-13VN1|14193|Quỹ phát triển khoa học và công nghệ|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
96|2014-02-18T00:00:00|3.0|1820.0|HOSTC|2013-12-31T00:00:00|VIC13370ANNUAL31-DEC-13VN1|13370|Dự phòng phải trả dài hạn|VN|1|2016-11-05T00:00:00|0|ANNUAL|5|VIC|
97|2014-02-18T00:00:00|1.0|1830.0|HOSTC|2013-12-31T00:00:00|VIC14000ANNUAL31-DEC-13VN1|14000|Vốn chủ sở hữu|VN|1|2016-11-05T00:00:00|14471837198264|ANNUAL|5|VIC|
98|2014-02-18T00:00:00|2.0|1840.0|HOSTC|2013-12-31T00:00:00|VIC14100ANNUAL31-DEC-13VN1|14100|Vốn và các quỹ|VN|1|2016-11-05T00:00:00|14471837198264|ANNUAL|5|VIC|
