|createdDate|displayLevel|displayOrder|exchangeCode|fiscalDate|id|itemCode|itemName|locale|modelType|modifiedDate|numericValue|reportType|rowNo|secCode|companyId
0|2013-02-21T00:00:00|1.0|10.0|HOSTC|2012-12-31T00:00:00|VIC11000ANNUAL31-DEC-12VN1|11000|Tài sản ngắn hạn|VN|1|2016-11-08T00:00:00|28796286198535|ANNUAL|6|VIC|
1|2013-02-21T00:00:00|2.0|20.0|HOSTC|2012-12-31T00:00:00|VIC11100ANNUAL31-DEC-12VN1|11100|Tiền và các khoản tương đương tiền|VN|1|2016-11-08T00:00:00|1616855174935|ANNUAL|6|VIC|
2|2013-02-21T00:00:00|3.0|30.0|HOSTC|2012-12-31T00:00:00|VIC11110ANNUAL31-DEC-12VN1|11110|Tiền|VN|1|2016-11-08T00:00:00|199602965155|ANNUAL|6|VIC|
3|2013-02-21T00:00:00|3.0|70.0|HOSTC|2012-12-31T00:00:00|VIC11120ANNUAL31-DEC-12VN1|11120|Các khoản tương đương tiền|VN|1|2016-11-08T00:00:00|1417252209780|ANNUAL|6|VIC|
4|2013-02-21T00:00:00|2.0|80.0|HOSTC|2012-12-31T00:00:00|VIC11200ANNUAL31-DEC-12VN1|11200|Các khoản đầu tư tài chính ngắn hạn|VN|1|2016-11-08T00:00:00|3864844010638|ANNUAL|6|VIC|
5|2013-02-21T00:00:00|3.0|90.0|HOSTC|2012-12-31T00:00:00|VIC11210ANNUAL31-DEC-12VN1|11210|Đầu tư ngắn hạn|VN|1|2016-11-08T00:00:00|3884414354916|ANNUAL|6|VIC|
6|2013-02-21T00:00:00|3.0|100.0|HOSTC|2012-12-31T00:00:00|VIC11290ANNUAL31-DEC-12VN1|11290|Dự phòng giảm giá đầu tư ngắn hạn|VN|1|2016-11-08T00:00:00|-19570344278|ANNUAL|6|VIC|
7|2013-02-21T00:00:00|2.0|110.0|HOSTC|2012-12-31T00:00:00|VIC11300ANNUAL31-DEC-12VN1|11300|Các khoản phải thu ngắn hạn|VN|1|2016-11-08T00:00:00|3809236408686|ANNUAL|6|VIC|
8|2013-02-21T00:00:00|3.0|120.0|HOSTC|2012-12-31T00:00:00|VIC11310ANNUAL31-DEC-12VN1|11310|Phải thu khách hàng|VN|1|2016-11-08T00:00:00|1226873098007|ANNUAL|6|VIC|
9|2013-02-21T00:00:00|3.0|130.0|HOSTC|2012-12-31T00:00:00|VIC11320ANNUAL31-DEC-12VN1|11320|Trả trước cho người bán|VN|1|2016-11-08T00:00:00|2106084921176|ANNUAL|6|VIC|
