|createdDate|displayLevel|displayOrder|exchangeCode|fiscalDate|id|itemCode|itemName|locale|modelType|modifiedDate|numericValue|reportType|rowNo|secCode
0|2007-09-19T10:15:13|1|10|HOSTC|2006-12-31T00:00:00|VIC11000ANNUAL31-DEC-06VN1|11000|Tài sản ngắn hạn|VN|1|2017-12-14T00:00:00|355061838420|ANNUAL|12|VIC
1|2007-09-19T10:15:13|2|20|HOSTC|2006-12-31T00:00:00|VIC11100ANNUAL31-DEC-06VN1|11100|Tiền và các khoản tương đương tiền|VN|1|2017-12-14T00:00:00|96401314954|ANNUAL|12|VIC
2|2007-09-19T10:15:13|3|30|HOSTC|2006-12-31T00:00:00|VIC11110ANNUAL31-DEC-06VN1|11110|Tiền|VN|1|2017-12-14T00:00:00|96401314954|ANNUAL|12|VIC
3|2007-09-19T10:15:13|3|70|HOSTC|2006-12-31T00:00:00|VIC11120ANNUAL31-DEC-06VN1|11120|Các khoản tương đương tiền|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
4|2007-09-19T10:15:13|2|80|HOSTC|2006-12-31T00:00:00|VIC11200ANNUAL31-DEC-06VN1|11200|Các khoản đầu tư tài chính ngắn hạn|VN|1|2017-12-14T00:00:00|244742000000|ANNUAL|12|VIC
5|2007-09-19T10:15:13|3|90|HOSTC|2006-12-31T00:00:00|VIC11210ANNUAL31-DEC-06VN1|11210|Đầu tư ngắn hạn|VN|1|2017-12-14T00:00:00|244742000000|ANNUAL|12|VIC
6|2007-09-19T10:15:13|3|100|HOSTC|2006-12-31T00:00:00|VIC11290ANNUAL31-DEC-06VN1|11290|Dự phòng giảm giá đầu tư ngắn hạn|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
7|2007-09-19T10:15:13|3|105|HOSTC|2006-12-31T00:00:00|VIC412320ANNUAL31-DEC-06VN1|412320|Đầu tư giữ đến ngày đáo hạn|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
8|2007-09-19T10:15:13|2|110|HOSTC|2006-12-31T00:00:00|VIC11300ANNUAL31-DEC-06VN1|11300|Các khoản phải thu ngắn hạn|VN|1|2017-12-14T00:00:00|13483890720|ANNUAL|12|VIC
9|2007-09-19T10:15:13|3|120|HOSTC|2006-12-31T00:00:00|VIC11310ANNUAL31-DEC-06VN1|11310|Phải thu khách hàng|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
10|2007-09-19T10:15:13|3|130|HOSTC|2006-12-31T00:00:00|VIC11320ANNUAL31-DEC-06VN1|11320|Trả trước cho người bán|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
11|2007-09-19T10:15:13|3|140|HOSTC|2006-12-31T00:00:00|VIC11330ANNUAL31-DEC-06VN1|11330|Phải thu nội bộ ngắn hạn|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
12|2007-09-19T10:15:13|3|150|HOSTC|2006-12-31T00:00:00|VIC11340ANNUAL31-DEC-06VN1|11340|Phải thu theo tiến độ kế hoạch hợp đồng xây dựng|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
13|2007-09-19T10:15:13|3|155|HOSTC|2006-12-31T00:00:00|VIC11345ANNUAL31-DEC-06VN1|11345|Phải thu về cho vay ngắn hạn|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
14|2007-09-19T10:15:13|3|160|HOSTC|2006-12-31T00:00:00|VIC11350ANNUAL31-DEC-06VN1|11350|Các khoản phải thu khác|VN|1|2017-12-14T00:00:00|13483890720|ANNUAL|12|VIC
15|2007-09-19T10:15:13|3|210|HOSTC|2006-12-31T00:00:00|VIC11390ANNUAL31-DEC-06VN1|11390|Dự phòng phải thu ngắn hạn khó đòi|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
16|2007-09-19T10:15:13|3|215|HOSTC|2006-12-31T00:00:00|VIC611530ANNUAL31-DEC-06VN1|611530|Tài sản thiếu chờ xử lý|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
17|2007-09-19T10:15:13|2|220|HOSTC|2006-12-31T00:00:00|VIC11400ANNUAL31-DEC-06VN1|11400|Hàng tồn kho|VN|1|2017-12-14T00:00:00|79380484|ANNUAL|12|VIC
18|2007-09-19T10:15:13|3|230|HOSTC|2006-12-31T00:00:00|VIC11410ANNUAL31-DEC-06VN1|11410|Hàng tồn kho|VN|1|2017-12-14T00:00:00|79380484|ANNUAL|12|VIC
19|2007-09-19T10:15:13|3|360|HOSTC|2006-12-31T00:00:00|VIC11490ANNUAL31-DEC-06VN1|11490|Dự phòng giảm giá hàng tồn kho|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
20|2007-09-19T10:15:13|2|370|HOSTC|2006-12-31T00:00:00|VIC11500ANNUAL31-DEC-06VN1|11500|Tài sản ngắn hạn khác|VN|1|2017-12-14T00:00:00|355252262|ANNUAL|12|VIC
21|2007-09-19T10:15:13|3|380|HOSTC|2006-12-31T00:00:00|VIC11510ANNUAL31-DEC-06VN1|11510|Chi phí trả trước ngắn hạn|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
22|2007-09-19T10:15:13|3|390|HOSTC|2006-12-31T00:00:00|VIC11520ANNUAL31-DEC-06VN1|11520|Thuế GTGT được khấu trừ|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
23|2007-09-19T10:15:13|3|400|HOSTC|2006-12-31T00:00:00|VIC11540ANNUAL31-DEC-06VN1|11540|Thuế và các khoản khác phải thu Nhà nước|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
24|2007-09-19T10:15:13|3|405|HOSTC|2006-12-31T00:00:00|VIC11570ANNUAL31-DEC-06VN1|11570|Giao dịch mua bán lại trái phiếu chính phủ|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
25|2007-09-19T10:15:13|3|410|HOSTC|2006-12-31T00:00:00|VIC11580ANNUAL31-DEC-06VN1|11580|Tài sản ngắn hạn khác|VN|1|2017-12-14T00:00:00|355252262|ANNUAL|12|VIC
26|2007-09-19T10:15:13|1|420|HOSTC|2006-12-31T00:00:00|VIC12000ANNUAL31-DEC-06VN1|12000|Tài sản dài hạn|VN|1|2017-12-14T00:00:00|319346527228|ANNUAL|12|VIC
27|2007-09-19T10:15:13|2|430|HOSTC|2006-12-31T00:00:00|VIC12100ANNUAL31-DEC-06VN1|12100|Các khoản phải thu dài hạn|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
28|2007-09-19T10:15:13|3|440|HOSTC|2006-12-31T00:00:00|VIC12110ANNUAL31-DEC-06VN1|12110|Phải thu dài hạn của khách hàng|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
29|2007-09-19T10:15:13|3|445|HOSTC|2006-12-31T00:00:00|VIC12111ANNUAL31-DEC-06VN1|12111|Trả trước dài hạn người bán|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
30|2007-09-19T10:15:13|3|450|HOSTC|2006-12-31T00:00:00|VIC12120ANNUAL31-DEC-06VN1|12120|Vốn kinh doanh ở đơn vị trực thuộc|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
31|2007-09-19T10:15:13|3|460|HOSTC|2006-12-31T00:00:00|VIC12130ANNUAL31-DEC-06VN1|12130|Phải thu dài hạn nội bộ|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
32|2007-09-19T10:15:13|3|465|HOSTC|2006-12-31T00:00:00|VIC12140ANNUAL31-DEC-06VN1|12140|Phải thu về cho vay dài hạn|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
33|2007-09-19T10:15:13|3|470|HOSTC|2006-12-31T00:00:00|VIC12180ANNUAL31-DEC-06VN1|12180|Phải thu dài hạn khác|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
34|2007-09-19T10:15:13|3|520|HOSTC|2006-12-31T00:00:00|VIC12190ANNUAL31-DEC-06VN1|12190|Dự phòng phải thu dài hạn khó đòi|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
35|2007-09-19T10:15:13|2|530|HOSTC|2006-12-31T00:00:00|VIC12200ANNUAL31-DEC-06VN1|12200|Tài sản cố định|VN|1|2017-12-14T00:00:00|11196769618|ANNUAL|12|VIC
36|2007-09-19T10:15:13|3|540|HOSTC|2006-12-31T00:00:00|VIC12210ANNUAL31-DEC-06VN1|12210|Tài sản cố định hữu hình|VN|1|2017-12-14T00:00:00|8950566089|ANNUAL|12|VIC
37|2007-09-19T10:15:13|4|550|HOSTC|2006-12-31T00:00:00|VIC12220ANNUAL31-DEC-06VN1|12220|Nguyên giá|VN|1|2017-12-14T00:00:00|8950566089|ANNUAL|12|VIC
38|2007-09-19T10:15:13|4|630|HOSTC|2006-12-31T00:00:00|VIC12230ANNUAL31-DEC-06VN1|12230|Giá trị hao mòn luỹ kế|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
39|2007-09-19T10:15:13|3|700|HOSTC|2006-12-31T00:00:00|VIC12240ANNUAL31-DEC-06VN1|12240|Tài sản cố định thuê tài chính|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
40|2007-09-19T10:15:13|4|710|HOSTC|2006-12-31T00:00:00|VIC12250ANNUAL31-DEC-06VN1|12250|Nguyên giá|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
41|2007-09-19T10:15:13|4|780|HOSTC|2006-12-31T00:00:00|VIC12260ANNUAL31-DEC-06VN1|12260|Giá trị hao mòn luỹ kế|VN|1|2017-12-14T00:00:00|0|ANNUAL|12|VIC
42|2007-09-19T10:15:13|3|850|HOSTC|2006-12-31T00:00:00|VIC12270ANNUAL31-DEC-06VN1|12270|Tài sản cố định vô hình|VN|1|2017-12-14T00:00:00|39649700|ANNUAL|12|VIC
43|2007-09-19T10:15:13|4|860|HOSTC|2006-12-31T00:00:00|VIC12280ANNUAL31-DEC-06VN1|12280|Nguyên giá|VN|1|2017-12-14T00:00:00|39649700|ANNUAL|12|VIC
