|createdDate|displayLevel|displayOrder|exchangeCode|fiscalDate|id|itemCode|itemName|locale|modelType|modifiedDate|numericValue|reportType|rowNo|secCode
0|2008-02-04T11:34:55|1|10|HOSTC|2007-12-31T00:00:00|VIC11000ANNUAL31-DEC-07VN1|11000|Tài sản ngắn hạn|VN|1|2018-12-06T10:59:00|2534874317399|ANNUAL|11|VIC
1|2008-02-04T11:34:55|2|20|HOSTC|2007-12-31T00:00:00|VIC11100ANNUAL31-DEC-07VN1|11100|Tiền và các khoản tương đương tiền|VN|1|2018-12-06T10:59:00|497490168093|ANNUAL|11|VIC
2|2008-02-04T11:34:55|3|30|HOSTC|2007-12-31T00:00:00|VIC11110ANNUAL31-DEC-07VN1|11110|Tiền|VN|1|2018-12-06T10:59:00|987572339|ANNUAL|11|VIC
3|2008-02-04T11:34:55|3|70|HOSTC|2007-12-31T00:00:00|VIC11120ANNUAL31-DEC-07VN1|11120|Các khoản tương đương tiền|VN|1|2018-12-06T10:59:00|496502595754|ANNUAL|11|VIC
4|2008-02-04T11:34:55|2|80|HOSTC|2007-12-31T00:00:00|VIC11200ANNUAL31-DEC-07VN1|11200|Các khoản đầu tư tài chính ngắn hạn|VN|1|2018-12-06T10:59:00|1749776649600|ANNUAL|11|VIC
5|2008-02-04T11:34:55|3|90|HOSTC|2007-12-31T00:00:00|VIC11210ANNUAL31-DEC-07VN1|11210|Đầu tư ngắn hạn|VN|1|2018-12-06T10:59:00|1749776649600|ANNUAL|11|VIC
6|2008-02-04T11:34:55|3|100|HOSTC|2007-12-31T00:00:00|VIC11290ANNUAL31-DEC-07VN1|11290|Dự phòng giảm giá đầu tư ngắn hạn|VN|1|2018-12-06T10:59:00|0|ANNUAL|11|VIC
7|2008-02-04T11:34:55|3|105|HOSTC|2007-12-31T00:00:00|VIC412320ANNUAL31-DEC-07VN1|412320|Đầu tư giữ đến ngày đáo hạn|VN|1|2018-12-06T10:59:00|0|ANNUAL|11|VIC
8|2008-02-04T11:34:55|2|110|HOSTC|2007-12-31T00:00:00|VIC11300ANNUAL31-DEC-07VN1|11300|Các khoản phải thu ngắn hạn|VN|1|2018-12-06T10:59:00|281477358117|ANNUAL|11|VIC
9|2008-02-04T11:34:55|3|120|HOSTC|2007-12-31T00:00:00|VIC11310ANNUAL31-DEC-07VN1|11310|Phải thu khách hàng|VN|1|2018-12-06T10:59:00|2625287470|ANNUAL|11|VIC
10|2008-02-04T11:34:55|3|130|HOSTC|2007-12-31T00:00:00|VIC11320ANNUAL31-DEC-07VN1|11320|Trả trước cho người bán|VN|1|2018-12-06T10:59:00|22414277558|ANNUAL|11|VIC
11|2008-02-04T11:34:55|3|140|HOSTC|2007-12-31T00:00:00|VIC11330ANNUAL31-DEC-07VN1|11330|Phải thu nội bộ ngắn hạn|VN|1|2018-12-06T10:59:00|0|ANNUAL|11|VIC
12|2008-02-04T11:34:55|3|150|HOSTC|2007-12-31T00:00:00|VIC11340ANNUAL31-DEC-07VN1|11340|Phải thu theo tiến độ kế hoạch hợp đồng xây dựng|VN|1|2018-12-06T10:59:00|16706017994|ANNUAL|11|VIC
13|2008-02-04T11:34:55|3|155|HOSTC|2007-12-31T00:00:00|VIC11345ANNUAL31-DEC-07VN1|11345|Phải thu về cho vay ngắn hạn|VN|1|2018-12-06T10:59:00|0|ANNUAL|11|VIC
14|2008-02-04T11:34:55|3|160|HOSTC|2007-12-31T00:00:00|VIC11350ANNUAL31-DEC-07VN1|11350|Các khoản phải thu khác|VN|1|2018-12-06T10:59:00|239731775095|ANNUAL|11|VIC
15|2008-02-04T11:34:55|3|210|HOSTC|2007-12-31T00:00:00|VIC11390ANNUAL31-DEC-07VN1|11390|Dự phòng phải thu ngắn hạn khó đòi|VN|1|2018-12-06T10:59:00|0|ANNUAL|11|VIC
