"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"05/02/2015","6.653","6.653","6.653","6.653","-0.08%"
"04/02/2015","6.658","6.658","6.658","6.658","-0.08%"
"03/02/2015","6.663","6.663","6.663","6.663","0.50%"
"02/02/2015","6.630","6.630","6.630","6.630","-0.23%"
"01/02/2015","6.645","6.645","6.645","6.645","0.00%"
"30/01/2015","6.645","6.645","6.645","6.645","-2.31%"
"29/01/2015","6.802","6.802","6.802","6.802","-1.05%"
"28/01/2015","6.874","6.874","6.874","6.874","-1.04%"
"27/01/2015","6.946","6.946","6.946","6.946","-0.37%"
"26/01/2015","6.972","6.972","6.972","6.972","0.11%"
"23/01/2015","6.964","6.964","6.964","6.964","0.09%"
"22/01/2015","6.958","6.958","6.958","6.958","0.12%"
"21/01/2015","6.950","6.950","6.950","6.950","-0.10%"
"20/01/2015","6.957","6.957","6.957","6.957","-0.16%"
"19/01/2015","6.968","6.968","6.968","6.968","-0.10%"
"16/01/2015","6.975","6.975","6.975","6.975","-1.19%"
"15/01/2015","7.059","7.059","7.059","7.059","0.11%"
"14/01/2015","7.051","7.051","7.051","7.051","-1.41%"
"13/01/2015","7.152","7.152","7.152","7.152","0.06%"
"12/01/2015","7.148","7.148","7.148","7.148","-0.10%"
"09/01/2015","7.155","7.155","7.155","7.155","-0.01%"
"08/01/2015","7.156","7.156","7.156","7.156","0.00%"
"07/01/2015","7.156","7.156","7.156","7.156","-0.01%"
"06/01/2015","7.157","7.157","7.157","7.157","0.00%"
"05/01/2015","7.157","7.157","7.157","7.157","0.10%"
"02/01/2015","7.150","7.150","7.150","7.150","0.00%"
"01/01/2015","7.150","7.150","7.150","7.150","0.00%"
"31/12/2014","7.150","7.150","7.150","7.150","-0.14%"
"30/12/2014","7.160","7.160","7.160","7.160","0.00%"
"29/12/2014","7.160","7.160","7.160","7.160","-0.31%"
"28/12/2014","7.182","7.182","7.182","7.182","0.00%"
"26/12/2014","7.182","7.182","7.182","7.182","0.00%"
"25/12/2014","7.182","7.182","7.182","7.182","-0.07%"
"24/12/2014","7.187","7.187","7.187","7.187","0.07%"
"23/12/2014","7.182","7.182","7.182","7.182","-0.06%"
"22/12/2014","7.186","7.186","7.186","7.186","-0.08%"
"19/12/2014","7.192","7.192","7.192","7.192","-1.72%"
"18/12/2014","7.318","7.318","7.318","7.318","3.08%"
"17/12/2014","7.099","7.099","7.099","7.099","0.28%"
"16/12/2014","7.079","7.079","7.079","7.079","0.74%"
"15/12/2014","7.027","7.027","7.027","7.027","-0.23%"
"14/12/2014","7.043","7.043","7.043","7.043","0.00%"
"12/12/2014","7.043","7.043","7.043","7.043","0.34%"
"11/12/2014","7.019","7.019","7.019","7.019","-0.03%"
"10/12/2014","7.021","7.021","7.021","7.021","0.16%"
"09/12/2014","7.010","7.010","7.010","7.010","-0.13%"
"08/12/2014","7.019","7.019","7.019","7.019","0.07%"
"05/12/2014","7.014","7.014","7.014","7.014","0.27%"
"04/12/2014","6.995","6.995","6.995","6.995","-0.37%"
"03/12/2014","7.021","7.021","7.021","7.021","0.00%"
"02/12/2014","7.021","7.021","7.021","7.021","1.28%"
"01/12/2014","6.932","6.932","6.932","6.932","0.57%"
"30/11/2014","6.893","6.893","6.893","6.893","0.00%"
"28/11/2014","6.893","6.893","6.893","6.893","-0.09%"
"27/11/2014","6.899","6.899","6.899","6.899","0.12%"
"26/11/2014","6.891","6.891","6.891","6.891","0.97%"
"25/11/2014","6.825","6.825","6.825","6.825","-0.07%"
"24/11/2014","6.830","6.830","6.830","6.830","1.05%"
"21/11/2014","6.759","6.759","6.759","6.759","-1.60%"
"20/11/2014","6.869","6.869","6.869","6.869","-0.72%"
"19/11/2014","6.919","6.919","6.919","6.919","-0.14%"
"18/11/2014","6.929","6.929","6.929","6.929","1.66%"
"17/11/2014","6.816","6.816","6.816","6.816","4.60%"
"16/11/2014","6.516","6.516","6.516","6.516","0.00%"
"14/11/2014","6.516","6.516","6.516","6.516","0.87%"
"13/11/2014","6.460","6.460","6.460","6.460","1.37%"
"12/11/2014","6.373","6.373","6.373","6.373","-0.44%"
"11/11/2014","6.401","6.401","6.401","6.401","0.80%"
"10/11/2014","6.350","6.350","6.350","6.350","0.17%"
"07/11/2014","6.339","6.339","6.339","6.339","0.00%"
"06/11/2014","6.339","6.339","6.339","6.339","-0.11%"
"05/11/2014","6.346","6.346","6.346","6.346","0.11%"
"04/11/2014","6.339","6.339","6.339","6.339","0.59%"
"03/11/2014","6.302","6.302","6.302","6.302","0.00%"
"31/10/2014","6.302","6.302","6.302","6.302","-0.19%"
"30/10/2014","6.314","6.314","6.314","6.314","0.33%"
"29/10/2014","6.293","6.293","6.293","6.293","-0.38%"
"28/10/2014","6.317","6.317","6.317","6.317","-0.08%"
"27/10/2014","6.322","6.322","6.322","6.322","0.68%"
"24/10/2014","6.279","6.279","6.279","6.279","0.27%"
"23/10/2014","6.262","6.262","6.262","6.262","-0.27%"
"22/10/2014","6.279","6.279","6.279","6.279","0.64%"
"21/10/2014","6.239","6.239","6.239","6.239","1.25%"
"20/10/2014","6.162","6.162","6.162","6.162","-0.19%"
"17/10/2014","6.174","6.174","6.174","6.174","0.24%"
"16/10/2014","6.159","6.159","6.159","6.159","0.11%"
"15/10/2014","6.152","6.152","6.152","6.152","0.39%"
"14/10/2014","6.128","6.128","6.128","6.128","0.76%"
"13/10/2014","6.082","6.082","6.082","6.082","0.75%"
"10/10/2014","6.037","6.037","6.037","6.037","0.40%"
"09/10/2014","6.013","6.013","6.013","6.013","0.32%"
"08/10/2014","5.994","5.994","5.994","5.994","-1.51%"
"07/10/2014","6.086","6.086","6.086","6.086","-1.06%"
"06/10/2014","6.151","6.151","6.151","6.151","-1.46%"
"03/10/2014","6.242","6.242","6.242","6.242","-4.07%"
"02/10/2014","6.507","6.507","6.507","6.507","-2.81%"
"01/10/2014","6.695","6.695","6.695","6.695","0.53%"
"30/09/2014","6.660","6.660","6.660","6.660","-0.75%"
"29/09/2014","6.710","6.710","6.710","6.710","-0.25%"
"27/09/2014","6.727","6.727","6.727","6.727","0.00%"
"26/09/2014","6.727","6.727","6.727","6.727","-0.33%"
"25/09/2014","6.749","6.749","6.749","6.749","-5.86%"
"24/09/2014","7.169","7.169","7.169","7.169","0.00%"
"23/09/2014","7.169","7.169","7.169","7.169","0.00%"
"22/09/2014","7.169","7.169","7.169","7.169","-0.42%"
"19/09/2014","7.199","7.199","7.199","7.199","-0.28%"
"18/09/2014","7.219","7.219","7.219","7.219","0.28%"
"17/09/2014","7.199","7.199","7.199","7.199","0.25%"
"16/09/2014","7.181","7.181","7.181","7.181","0.04%"
"15/09/2014","7.178","7.178","7.178","7.178","-1.21%"
"13/09/2014","7.266","7.266","7.266","7.266","0.00%"
"12/09/2014","7.266","7.266","7.266","7.266","-4.08%"
"11/09/2014","7.575","7.575","7.575","7.575","-0.73%"
"10/09/2014","7.631","7.631","7.631","7.631","1.09%"
"09/09/2014","7.549","7.549","7.549","7.549","-3.24%"
"08/09/2014","7.802","7.802","7.802","7.802","-1.56%"
"05/09/2014","7.926","7.926","7.926","7.926","0.80%"
"04/09/2014","7.863","7.863","7.863","7.863","-2.94%"
"03/09/2014","8.101","8.101","8.101","8.101","0.81%"
"02/09/2014","8.036","8.036","8.036","8.036","0.00%"
"01/09/2014","8.036","8.038","8.038","8.036","-0.02%"
"31/08/2014","8.038","8.038","8.038","8.038","0.00%"
"29/08/2014","8.038","8.038","8.038","8.038","0.25%"
"28/08/2014","8.018","8.018","8.018","8.018","2.10%"
"27/08/2014","7.853","7.853","7.853","7.853","-0.18%"
"26/08/2014","7.867","7.867","7.867","7.867","0.11%"
"25/08/2014","7.858","7.858","7.858","7.858","-0.85%"
"22/08/2014","7.925","7.925","7.925","7.925","-0.10%"
"21/08/2014","7.933","7.933","7.933","7.933","-1.54%"
"20/08/2014","8.057","8.057","8.057","8.057","0.84%"
"19/08/2014","7.990","7.990","7.990","7.990","-0.29%"
"18/08/2014","8.013","8.013","8.013","8.013","1.37%"
"15/08/2014","7.905","7.905","7.905","7.905","-1.98%"
"14/08/2014","8.065","8.065","8.065","8.065","0.05%"
"13/08/2014","8.061","8.061","8.061","8.061","-1.87%"
"12/08/2014","8.215","8.215","8.215","8.215","2.28%"
"11/08/2014","8.032","8.032","8.032","8.032","-3.37%"
"10/08/2014","8.312","8.312","8.312","8.312","0.00%"
"08/08/2014","8.312","8.312","8.312","8.312","0.06%"
"07/08/2014","8.307","8.307","8.307","8.307","-0.34%"
"06/08/2014","8.335","8.335","8.335","8.335","0.49%"
"05/08/2014","8.294","8.294","8.294","8.294","-0.60%"
"04/08/2014","8.344","8.344","8.344","8.344","-0.44%"
"02/08/2014","8.381","8.381","8.381","8.381","0.00%"
"01/08/2014","8.381","8.381","8.381","8.381","-0.53%"
"31/07/2014","8.426","8.426","8.426","8.426","-0.38%"
"30/07/2014","8.458","8.458","8.458","8.458","-0.49%"
"29/07/2014","8.500","8.500","8.500","8.500","-0.23%"
"28/07/2014","8.520","8.520","8.520","8.520","0.00%"
"27/07/2014","8.520","8.520","8.520","8.520","0.00%"
"25/07/2014","8.520","8.520","8.520","8.520","0.12%"
"24/07/2014","8.510","8.510","8.510","8.510","0.00%"
"23/07/2014","8.510","8.510","8.510","8.510","-0.98%"
"22/07/2014","8.594","8.594","8.594","8.594","0.00%"
"21/07/2014","8.594","8.594","8.594","8.594","0.46%"
"20/07/2014","8.555","8.555","8.555","8.555","0.00%"
"18/07/2014","8.555","8.555","8.555","8.555","-0.26%"
"17/07/2014","8.577","8.577","8.577","8.577","0.30%"
"16/07/2014","8.551","8.551","8.551","8.551","0.00%"
"15/07/2014","8.551","8.551","8.551","8.551","-0.02%"
"14/07/2014","8.553","8.553","8.553","8.553","-0.42%"
"12/07/2014","8.589","8.589","8.589","8.589","0.00%"
"11/07/2014","8.589","8.589","8.589","8.589","-0.03%"
"10/07/2014","8.592","8.592","8.592","8.592","0.20%"
"09/07/2014","8.575","8.575","8.575","8.575","0.00%"
"08/07/2014","8.575","8.575","8.575","8.575","-0.15%"
"07/07/2014","8.588","8.588","8.588","8.588","-0.17%"
"04/07/2014","8.603","8.603","8.603","8.603","0.30%"
"03/07/2014","8.577","8.577","8.577","8.577","-0.50%"
"02/07/2014","8.620","8.620","8.620","8.620","0.08%"
"01/07/2014","8.613","8.613","8.613","8.613","0.42%"
"30/06/2014","8.577","8.577","8.577","8.577","-0.79%"
"27/06/2014","8.645","8.645","8.645","8.645","0.00%"
"26/06/2014","8.645","8.645","8.645","8.645","-0.21%"
"25/06/2014","8.663","8.663","8.663","8.663","0.39%"
"24/06/2014","8.629","8.629","8.629","8.629","-0.01%"
"23/06/2014","8.630","8.630","8.630","8.630","-0.51%"
"20/06/2014","8.674","8.674","8.674","8.674","0.18%"
"19/06/2014","8.658","8.658","8.658","8.658","-0.14%"
"18/06/2014","8.670","8.670","8.670","8.670","0.45%"
"17/06/2014","8.631","8.631","8.631","8.631","-0.12%"
"16/06/2014","8.641","8.641","8.641","8.641","0.06%"
"13/06/2014","8.636","8.636","8.636","8.636","-0.10%"
"12/06/2014","8.645","8.645","8.645","8.645","0.10%"
"11/06/2014","8.636","8.636","8.636","8.636","-0.03%"
"10/06/2014","8.639","8.639","8.639","8.639","-0.20%"
"09/06/2014","8.656","8.656","8.656","8.656","-0.32%"
"06/06/2014","8.684","8.684","8.684","8.684","0.00%"
"05/06/2014","8.684","8.684","8.684","8.684","0.72%"
"04/06/2014","8.622","8.622","8.622","8.622","0.03%"
"03/06/2014","8.619","8.619","8.619","8.619","-0.44%"
"02/06/2014","8.657","8.657","8.657","8.657","-0.43%"
"30/05/2014","8.694","8.694","8.694","8.694","-0.36%"
"29/05/2014","8.725","8.725","8.725","8.725","-0.10%"
"28/05/2014","8.734","8.734","8.734","8.734","0.32%"
"27/05/2014","8.706","8.706","8.706","8.706","0.07%"
"26/05/2014","8.700","8.700","8.700","8.700","-0.72%"
"25/05/2014","8.763","8.763","8.763","8.763","0.00%"
"23/05/2014","8.763","8.763","8.763","8.763","1.10%"
"22/05/2014","8.668","8.668","8.668","8.668","0.05%"
"21/05/2014","8.664","8.664","8.664","8.664","-0.15%"
"20/05/2014","8.677","8.677","8.677","8.677","-0.07%"
"19/05/2014","8.683","8.683","8.683","8.683","-1.05%"
"16/05/2014","8.775","8.775","8.775","8.775","0.40%"
"15/05/2014","8.740","8.740","8.740","8.740","0.47%"
"14/05/2014","8.699","8.699","8.699","8.699","-0.89%"
"13/05/2014","8.777","8.777","8.777","8.777","1.14%"
"12/05/2014","8.678","8.678","8.678","8.678","-0.69%"
"09/05/2014","8.738","8.738","8.738","8.738","-0.01%"
"08/05/2014","8.739","8.739","8.739","8.739","0.15%"
"07/05/2014","8.726","8.726","8.726","8.726","0.00%"
"06/05/2014","8.726","8.726","8.726","8.726","-0.30%"
"05/05/2014","8.752","8.752","8.752","8.752","3.40%"
"02/05/2014","8.464","8.464","8.464","8.464","-0.01%"
"01/05/2014","8.465","8.465","8.465","8.465","0.00%"
"30/04/2014","8.465","8.466","8.466","8.465","-0.01%"
"29/04/2014","8.466","8.466","8.466","8.466","-1.36%"
"28/04/2014","8.583","8.583","8.583","8.583","1.36%"
"25/04/2014","8.468","8.468","8.468","8.468","-1.28%"
"24/04/2014","8.578","8.578","8.578","8.578","1.18%"
"23/04/2014","8.478","8.478","8.478","8.478","0.00%"
"22/04/2014","8.478","8.478","8.478","8.478","-0.38%"
"21/04/2014","8.510","8.510","8.510","8.510","-0.48%"
"18/04/2014","8.551","8.551","8.551","8.551","0.21%"
"17/04/2014","8.533","8.533","8.533","8.533","-0.32%"
"16/04/2014","8.560","8.560","8.560","8.560","0.01%"
"15/04/2014","8.559","8.559","8.559","8.559","-0.71%"
"14/04/2014","8.620","8.620","8.620","8.620","2.28%"
"11/04/2014","8.428","8.428","8.428","8.428","-1.63%"
"10/04/2014","8.568","8.568","8.568","8.568","0.59%"
"09/04/2014","8.518","8.518","8.518","8.518","0.00%"
"08/04/2014","8.518","8.518","8.518","8.518","0.02%"
"07/04/2014","8.516","8.516","8.516","8.516","0.04%"
"04/04/2014","8.513","8.513","8.513","8.513","-0.28%"
"03/04/2014","8.537","8.537","8.537","8.537","0.05%"
"02/04/2014","8.533","8.533","8.533","8.533","-0.88%"
"01/04/2014","8.609","8.609","8.609","8.609","1.34%"
"31/03/2014","8.495","8.495","8.495","8.495","-0.59%"
"28/03/2014","8.545","8.545","8.545","8.545","-0.15%"
"27/03/2014","8.558","8.558","8.558","8.558","0.14%"
"26/03/2014","8.546","8.546","8.546","8.546","0.04%"
"25/03/2014","8.543","8.543","8.543","8.543","-0.45%"
"24/03/2014","8.582","8.582","8.582","8.582","0.00%"
"21/03/2014","8.582","8.582","8.582","8.582","0.67%"
"20/03/2014","8.525","8.525","8.525","8.525","-1.07%"
"19/03/2014","8.617","8.617","8.617","8.617","0.00%"
"18/03/2014","8.617","8.617","8.617","8.617","0.00%"
"17/03/2014","8.617","8.617","8.617","8.617","0.01%"
"14/03/2014","8.616","8.616","8.616","8.616","-0.15%"
"13/03/2014","8.629","8.629","8.629","8.629","-0.45%"
"12/03/2014","8.668","8.668","8.668","8.668","0.35%"
"11/03/2014","8.638","8.638","8.638","8.638","0.06%"
"10/03/2014","8.633","8.633","8.633","8.633","-0.33%"
"09/03/2014","8.662","8.662","8.662","8.662","0.00%"
"07/03/2014","8.662","8.662","8.662","8.662","-0.23%"
"06/03/2014","8.682","8.682","8.682","8.682","0.66%"
"05/03/2014","8.625","8.625","8.625","8.625","-0.13%"
"04/03/2014","8.636","8.636","8.636","8.636","-0.14%"
"03/03/2014","8.648","8.648","8.648","8.648","-0.21%"
"28/02/2014","8.666","8.666","8.666","8.666","-0.34%"
"27/02/2014","8.696","8.696","8.696","8.696","-0.09%"
"26/02/2014","8.704","8.704","8.704","8.704","0.23%"
"25/02/2014","8.684","8.684","8.684","8.684","0.03%"
"24/02/2014","8.681","8.681","8.681","8.681","0.43%"
"21/02/2014","8.644","8.644","8.644","8.644","-1.44%"
"20/02/2014","8.770","8.770","8.770","8.770","-0.48%"
"19/02/2014","8.812","8.812","8.812","8.812","0.80%"
"18/02/2014","8.742","8.742","8.742","8.742","-0.31%"
"17/02/2014","8.769","8.769","8.769","8.769","0.37%"
"14/02/2014","8.737","8.737","8.737","8.737","-0.74%"
"13/02/2014","8.802","8.802","8.802","8.802","0.09%"
"12/02/2014","8.794","8.794","8.794","8.794","-0.50%"
"11/02/2014","8.838","8.838","8.838","8.838","0.48%"
"10/02/2014","8.796","8.796","8.796","8.796","0.01%"
"07/02/2014","8.795","8.795","8.795","8.795","0.21%"
"06/02/2014","8.777","8.777","8.777","8.777","-0.78%"
"05/02/2014","8.846","8.846","8.846","8.846","0.00%"
"04/02/2014","8.846","8.846","8.846","8.846","0.00%"
"03/02/2014","8.846","8.846","8.846","8.846","0.00%"
"31/01/2014","8.846","8.846","8.846","8.846","0.00%"
"30/01/2014","8.846","8.846","8.846","8.846","0.00%"
"29/01/2014","8.846","8.846","8.846","8.846","0.00%"
"28/01/2014","8.846","8.846","8.846","8.846","0.00%"
"27/01/2014","8.846","8.846","8.846","8.846","0.25%"
"24/01/2014","8.824","8.824","8.824","8.824","-0.82%"
"23/01/2014","8.897","8.897","8.897","8.897","0.55%"
"22/01/2014","8.848","8.848","8.848","8.848","-0.08%"
"21/01/2014","8.855","8.855","8.855","8.855","0.00%"
"20/01/2014","8.855","8.855","8.855","8.855","-0.16%"
"17/01/2014","8.869","8.869","8.869","8.869","0.38%"
"16/01/2014","8.835","8.835","8.835","8.835","-0.20%"
"15/01/2014","8.853","8.853","8.853","8.853","0.14%"
"14/01/2014","8.841","8.841","8.841","8.841","-0.54%"
"13/01/2014","8.889","8.889","8.889","8.889","-0.01%"
"10/01/2014","8.890","8.890","8.890","8.890","0.15%"
"09/01/2014","8.877","8.877","8.877","8.877","-0.16%"
"08/01/2014","8.891","8.891","8.891","8.891","-0.26%"
"07/01/2014","8.914","8.914","8.914","8.914","0.13%"
"06/01/2014","8.902","8.902","8.902","8.902","0.26%"
"03/01/2014","8.879","8.879","8.879","8.879","-0.16%"
"02/01/2014","8.893","8.893","8.893","8.893","0.01%"
"01/01/2014","8.892","8.892","8.892","8.892","-0.61%"
"31/12/2013","8.947","8.947","8.947","8.947","0.00%"
"30/12/2013","8.947","8.947","8.947","8.947","0.68%"
"27/12/2013","8.887","8.887","8.887","8.887","0.00%"
"26/12/2013","8.887","8.887","8.887","8.887","-0.37%"
"25/12/2013","8.920","8.920","8.920","8.920","0.48%"
"24/12/2013","8.877","8.877","8.877","8.877","-0.25%"
"23/12/2013","8.899","8.899","8.899","8.899","-0.38%"
"20/12/2013","8.933","8.933","8.933","8.933","-0.07%"
"19/12/2013","8.939","8.939","8.939","8.939","-0.12%"
"18/12/2013","8.950","8.950","8.950","8.950","-0.01%"
"17/12/2013","8.951","8.951","8.951","8.951","0.53%"
"16/12/2013","8.904","8.904","8.904","8.904","0.58%"
"13/12/2013","8.853","8.853","8.853","8.853","-1.12%"
"12/12/2013","8.953","8.953","8.953","8.953","0.16%"
"11/12/2013","8.939","8.939","8.939","8.939","0.31%"
"10/12/2013","8.911","8.911","8.911","8.911","-0.32%"
"09/12/2013","8.940","8.940","8.940","8.940","-0.07%"
"06/12/2013","8.946","8.946","8.946","8.946","0.38%"
"05/12/2013","8.912","8.912","8.912","8.912","-0.10%"
"04/12/2013","8.921","8.921","8.921","8.921","0.06%"
"03/12/2013","8.916","8.916","8.916","8.916","0.80%"
"02/12/2013","8.845","8.845","8.845","8.845","-0.64%"
"29/11/2013","8.902","8.902","8.902","8.902","0.11%"
"28/11/2013","8.892","8.892","8.892","8.892","-0.31%"
"27/11/2013","8.920","8.920","8.920","8.920","0.35%"
"26/11/2013","8.889","8.889","8.889","8.889","-0.12%"
"25/11/2013","8.900","8.900","8.900","8.900","0.58%"
"22/11/2013","8.849","8.849","8.849","8.849","-0.44%"
"21/11/2013","8.888","8.888","8.888","8.888","0.27%"
"20/11/2013","8.864","8.864","8.864","8.864","-0.52%"
"19/11/2013","8.910","8.910","8.910","8.910","0.13%"
"18/11/2013","8.898","8.898","8.898","8.898","-0.22%"
"17/11/2013","8.918","8.918","8.918","8.918","0.00%"
"15/11/2013","8.918","8.918","8.918","8.918","1.25%"
"14/11/2013","8.808","8.808","8.808","8.808","-0.91%"
"13/11/2013","8.889","8.889","8.889","8.889","-0.17%"
"12/11/2013","8.904","8.904","8.904","8.904","-0.03%"
"11/11/2013","8.907","8.907","8.907","8.907","-0.52%"
"08/11/2013","8.954","8.954","8.954","8.954","1.68%"
"07/11/2013","8.806","8.806","8.806","8.806","-0.62%"
"06/11/2013","8.861","8.861","8.861","8.861","-0.84%"
"05/11/2013","8.936","8.936","8.936","8.936","0.03%"
"04/11/2013","8.933","8.933","8.933","8.933","0.62%"
"03/11/2013","8.878","8.878","8.878","8.878","0.00%"
"01/11/2013","8.878","8.878","8.878","8.878","0.27%"
"31/10/2013","8.854","8.854","8.854","8.854","-1.22%"
"30/10/2013","8.963","8.963","8.963","8.963","1.04%"
"29/10/2013","8.871","8.871","8.871","8.871","0.37%"
"28/10/2013","8.838","8.838","8.838","8.838","0.02%"
"27/10/2013","8.836","8.836","8.836","8.836","0.00%"
"25/10/2013","8.836","8.836","8.836","8.836","-0.27%"
"24/10/2013","8.860","8.860","8.860","8.860","-0.27%"
"23/10/2013","8.884","8.884","8.884","8.884","0.30%"
"22/10/2013","8.857","8.857","8.857","8.857","-1.06%"
"21/10/2013","8.952","8.952","8.952","8.952","0.90%"
"18/10/2013","8.872","8.872","8.872","8.872","0.06%"
"17/10/2013","8.867","8.867","8.867","8.867","1.23%"
"16/10/2013","8.759","8.759","8.759","8.759","-1.02%"
"15/10/2013","8.849","8.849","8.849","8.849","1.34%"
"14/10/2013","8.732","8.732","8.732","8.732","-1.73%"
"11/10/2013","8.886","8.886","8.886","8.886","1.89%"
"10/10/2013","8.721","8.721","8.721","8.721","-0.60%"
"09/10/2013","8.774","8.774","8.774","8.774","0.64%"
"08/10/2013","8.718","8.718","8.718","8.718","-1.98%"
"07/10/2013","8.894","8.894","8.894","8.894","0.30%"
"04/10/2013","8.867","8.867","8.867","8.867","-0.18%"
"03/10/2013","8.883","8.883","8.883","8.883","-0.22%"
"02/10/2013","8.903","8.903","8.903","8.903","0.46%"
"01/10/2013","8.862","8.862","8.862","8.862","-0.76%"
"30/09/2013","8.930","8.930","8.930","8.930","-0.23%"
"29/09/2013","8.951","8.951","8.951","8.951","0.00%"
"27/09/2013","8.951","8.951","8.951","8.951","1.23%"
"26/09/2013","8.842","8.842","8.842","8.842","0.00%"
"25/09/2013","8.842","8.842","8.842","8.842","0.11%"
"24/09/2013","8.832","8.832","8.832","8.832","0.12%"
"23/09/2013","8.821","8.821","8.821","8.821","-0.37%"
"22/09/2013","8.854","8.854","8.854","8.854","0.00%"
"20/09/2013","8.854","8.854","8.854","8.854","0.09%"
"19/09/2013","8.846","8.846","8.846","8.846","-0.29%"
"18/09/2013","8.872","8.872","8.872","8.872","0.29%"
"17/09/2013","8.846","8.846","8.846","8.846","-0.77%"
"16/09/2013","8.915","8.915","8.915","8.915","1.66%"
"15/09/2013","8.769","8.769","8.769","8.769","0.00%"
"13/09/2013","8.769","8.769","8.769","8.769","-0.51%"
"12/09/2013","8.814","8.814","8.814","8.814","-0.88%"
"11/09/2013","8.892","8.892","8.892","8.892","1.25%"
"10/09/2013","8.782","8.782","8.782","8.782","-0.13%"
"09/09/2013","8.793","8.793","8.793","8.793","-0.06%"
"08/09/2013","8.798","8.798","8.798","8.798","0.00%"
"07/09/2013","8.798","8.798","8.798","8.798","0.00%"
"06/09/2013","8.798","8.798","8.798","8.798","0.15%"
"05/09/2013","8.785","8.785","8.785","8.785","-1.01%"
"04/09/2013","8.875","8.875","8.875","8.875","0.18%"
"03/09/2013","8.859","8.859","8.859","8.859","0.52%"
"02/09/2013","8.813","8.813","8.813","8.813","0.00%"
"01/09/2013","8.813","8.813","8.813","8.813","0.00%"
"30/08/2013","8.813","8.813","8.813","8.813","-1.18%"
"29/08/2013","8.918","8.918","8.918","8.918","1.72%"
"28/08/2013","8.767","8.767","8.767","8.767","-0.52%"
"27/08/2013","8.813","8.813","8.813","8.813","-0.32%"
"26/08/2013","8.841","8.841","8.841","8.841","-0.47%"
"23/08/2013","8.883","8.883","8.883","8.883","1.96%"
"22/08/2013","8.712","8.712","8.712","8.712","-0.24%"
"21/08/2013","8.733","8.733","8.733","8.733","-1.31%"
"20/08/2013","8.849","8.849","8.849","8.849","-0.11%"
"19/08/2013","8.859","8.859","8.859","8.859","1.47%"
"16/08/2013","8.731","8.731","8.731","8.731","-1.68%"
"15/08/2013","8.880","8.880","8.880","8.880","-0.41%"
"14/08/2013","8.917","8.917","8.917","8.917","2.20%"
"13/08/2013","8.725","8.725","8.725","8.725","-1.30%"
"12/08/2013","8.840","8.840","8.840","8.840","-0.97%"
"11/08/2013","8.927","8.927","8.927","8.927","0.00%"
"10/08/2013","8.927","8.927","8.927","8.927","0.00%"
"09/08/2013","8.927","8.927","8.927","8.927","1.77%"
"08/08/2013","8.772","8.772","8.772","8.772","-0.60%"
"07/08/2013","8.825","8.825","8.825","8.825","0.00%"
"06/08/2013","8.825","8.825","8.825","8.825","0.15%"
"05/08/2013","8.812","8.812","8.812","8.812","-1.74%"
"02/08/2013","8.968","8.968","8.968","8.968","1.12%"
"01/08/2013","8.869","8.869","8.869","8.869","-0.64%"
"31/07/2013","8.926","8.926","8.926","8.926","0.73%"
"30/07/2013","8.861","8.861","8.861","8.861","-0.44%"
"29/07/2013","8.900","8.900","8.900","8.900","1.42%"
"26/07/2013","8.775","8.775","8.775","8.775","-0.87%"
"25/07/2013","8.852","8.852","8.852","8.852","0.27%"
"24/07/2013","8.828","8.828","8.828","8.828","-1.29%"
"23/07/2013","8.943","8.943","8.943","8.943","0.66%"
"22/07/2013","8.884","8.884","8.884","8.884","-0.29%"
"19/07/2013","8.910","8.910","8.910","8.910","-1.04%"
"18/07/2013","9.004","9.004","9.004","9.004","0.60%"
"17/07/2013","8.950","8.950","8.950","8.950","0.42%"
"16/07/2013","8.913","8.913","8.913","8.913","-0.16%"
"15/07/2013","8.927","8.927","8.927","8.927","-0.49%"
"12/07/2013","8.971","8.971","8.971","8.971","1.49%"
"11/07/2013","8.839","8.839","8.839","8.839","-1.56%"
"10/07/2013","8.979","8.979","8.979","8.979","1.08%"
"09/07/2013","8.883","8.883","8.883","8.883","-1.68%"
"08/07/2013","9.035","9.035","9.035","9.035","0.85%"
"05/07/2013","8.959","8.959","8.959","8.959","2.19%"
"04/07/2013","8.767","8.767","8.767","8.767","-2.14%"
"03/07/2013","8.959","8.959","8.959","8.959","0.10%"
"02/07/2013","8.950","8.950","8.950","8.950","1.02%"
"01/07/2013","8.860","8.860","8.860","8.860","-0.44%"
"28/06/2013","8.899","8.899","8.899","8.899","0.32%"
"27/06/2013","8.871","8.871","8.871","8.871","-0.08%"
"26/06/2013","8.878","8.878","8.878","8.878","0.96%"
"25/06/2013","8.794","8.794","8.794","8.794","-0.35%"
"24/06/2013","8.825","8.825","8.825","8.825","-0.14%"
"23/06/2013","8.837","8.837","8.837","8.837","0.00%"
"21/06/2013","8.837","8.837","8.837","8.837","-0.01%"
"20/06/2013","8.838","8.838","8.838","8.838","0.16%"
"19/06/2013","8.824","8.824","8.824","8.824","-1.59%"
"18/06/2013","8.967","8.967","8.967","8.967","1.68%"
"17/06/2013","8.819","8.819","8.819","8.819","-0.35%"
"16/06/2013","8.850","8.850","8.850","8.850","0.00%"
"14/06/2013","8.850","8.850","8.850","8.850","-0.53%"
