"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"21/07/2021","2.081","2.081","2.081","2.081","-0.05%"
"20/07/2021","2.082","2.082","2.082","2.082","-2.39%"
"19/07/2021","2.133","2.133","2.133","2.133","0.42%"
"16/07/2021","2.124","2.124","2.127","2.124","1.00%"
"15/07/2021","2.103","2.103","2.104","2.103","0.10%"
"14/07/2021","2.101","2.101","2.102","2.101","-2.01%"
"13/07/2021","2.144","2.144","2.145","2.144","-0.33%"
"12/07/2021","2.151","2.151","2.152","2.151","1.13%"
"09/07/2021","2.127","2.127","2.127","2.127","-0.05%"
"08/07/2021","2.128","2.128","2.128","2.128","-1.21%"
"07/07/2021","2.154","2.154","2.154","2.154","1.22%"
"06/07/2021","2.128","2.128","2.128","2.128","-0.28%"
"05/07/2021","2.134","2.134","2.134","2.134","-0.70%"
"02/07/2021","2.149","2.149","2.149","2.149","-0.56%"
"01/07/2021","2.161","2.161","2.161","2.161","-0.60%"
"30/06/2021","2.174","2.174","2.174","2.174","-0.23%"
"29/06/2021","2.179","2.179","2.179","2.179","-1.49%"
"28/06/2021","2.212","2.242","2.242","2.212","-0.54%"
"25/06/2021","2.224","2.194","2.224","2.194","2.35%"
"24/06/2021","2.173","2.173","2.173","2.173","-0.28%"
"23/06/2021","2.179","2.179","2.179","2.179","0.97%"
"22/06/2021","2.158","2.158","2.158","2.158","-0.83%"
"21/06/2021","2.176","2.156","2.176","2.156","2.30%"
"18/06/2021","2.127","2.147","2.147","2.127","-1.85%"
"17/06/2021","2.167","2.167","2.167","2.167","-0.05%"
"16/06/2021","2.168","2.188","2.188","2.168","-1.90%"
"15/06/2021","2.210","2.190","2.210","2.190","1.89%"
"14/06/2021","2.169","2.180","2.180","2.169","-0.55%"
"11/06/2021","2.181","2.215","2.215","2.181","-1.53%"
"10/06/2021","2.215","2.215","2.215","2.215","0.45%"
"09/06/2021","2.205","2.205","2.205","2.205","-0.72%"
"08/06/2021","2.221","2.221","2.221","2.221","-0.94%"
"07/06/2021","2.242","2.242","2.242","2.242","0.13%"
"04/06/2021","2.239","2.239","2.239","2.239","-0.62%"
"03/06/2021","2.253","2.253","2.253","2.253","1.85%"
"02/06/2021","2.212","2.212","2.212","2.212","-1.82%"
"01/06/2021","2.253","2.253","2.253","2.253","-0.88%"
"31/05/2021","2.273","2.297","2.297","2.273","-1.09%"
"28/05/2021","2.298","2.298","2.298","2.298","-0.26%"
"27/05/2021","2.304","2.304","2.304","2.304","-0.56%"
"26/05/2021","2.317","2.317","2.317","2.317","0.04%"
"25/05/2021","2.316","2.316","2.316","2.316","-0.34%"
"24/05/2021","2.324","2.324","2.324","2.324","-0.94%"
"21/05/2021","2.346","2.346","2.346","2.346","0.04%"
"20/05/2021","2.345","2.345","2.345","2.345","-0.47%"
"19/05/2021","2.356","2.356","2.356","2.356","-0.42%"
"18/05/2021","2.366","2.366","2.366","2.366","-0.13%"
"17/05/2021","2.369","2.369","2.369","2.369","-0.42%"
"14/05/2021","2.379","2.379","2.379","2.379","-0.46%"
"13/05/2021","2.390","2.390","2.390","2.390","0.76%"
"12/05/2021","2.372","2.372","2.372","2.372","-0.71%"
"11/05/2021","2.389","2.389","2.389","2.389","-0.17%"
"10/05/2021","2.393","2.393","2.393","2.393","-0.29%"
"07/05/2021","2.400","2.400","2.400","2.400","0.08%"
"06/05/2021","2.398","2.398","2.398","2.398","1.01%"
"05/05/2021","2.374","2.374","2.374","2.374","-0.17%"
"04/05/2021","2.378","2.400","2.400","2.378","5.13%"
"03/05/2021","2.262","2.262","2.262","2.262","-0.04%"
"30/04/2021","2.263","2.263","2.263","2.263","-2.16%"
"29/04/2021","2.313","2.313","2.313","2.313","0.00%"
"28/04/2021","2.313","2.313","2.313","2.313","0.22%"
"27/04/2021","2.308","2.308","2.308","2.308","1.18%"
"26/04/2021","2.281","2.281","2.281","2.281","-0.61%"
"23/04/2021","2.295","2.255","2.295","2.255","2.32%"
"22/04/2021","2.243","2.273","2.273","2.243","-1.15%"
"21/04/2021","2.269","2.269","2.269","2.269","-2.16%"
"20/04/2021","2.319","2.328","2.328","2.319","-0.77%"
"19/04/2021","2.337","2.297","2.337","2.297","2.19%"
"16/04/2021","2.287","2.327","2.327","2.287","-3.62%"
"15/04/2021","2.373","2.373","2.373","2.373","-0.13%"
"14/04/2021","2.376","2.376","2.376","2.376","0.55%"
"13/04/2021","2.363","2.363","2.363","2.363","-0.96%"
"12/04/2021","2.386","2.386","2.386","2.386","0.55%"
"09/04/2021","2.373","2.373","2.373","2.373","0.34%"
"08/04/2021","2.365","2.365","2.365","2.365","0.08%"
"07/04/2021","2.363","2.363","2.363","2.363","-0.17%"
"06/04/2021","2.367","2.367","2.367","2.367","-0.75%"
"05/04/2021","2.385","2.366","2.385","2.366","0.97%"
"02/04/2021","2.362","2.362","2.362","2.362","0.47%"
"01/04/2021","2.351","2.351","2.351","2.351","-1.47%"
"31/03/2021","2.386","2.386","2.386","2.386","0.04%"
"30/03/2021","2.385","2.385","2.385","2.385","0.13%"
"29/03/2021","2.382","2.382","2.382","2.382","0.97%"
"26/03/2021","2.359","2.359","2.359","2.359","-1.50%"
"25/03/2021","2.395","2.395","2.395","2.395","2.09%"
"24/03/2021","2.346","2.346","2.346","2.346","-1.80%"
"23/03/2021","2.389","2.408","2.408","2.389","-0.79%"
"22/03/2021","2.408","2.408","2.408","2.408","-0.95%"
"19/03/2021","2.431","2.431","2.431","2.431","0.79%"
"18/03/2021","2.412","2.412","2.412","2.412","-0.33%"
"17/03/2021","2.420","2.420","2.420","2.420","1.85%"
"16/03/2021","2.376","2.376","2.376","2.376","0.59%"
"15/03/2021","2.362","2.362","2.362","2.362","0.13%"
"12/03/2021","2.359","2.389","2.389","2.359","-1.42%"
"11/03/2021","2.393","2.363","2.393","2.363","2.62%"
"10/03/2021","2.332","2.342","2.342","2.332","-2.35%"
"09/03/2021","2.388","2.378","2.388","2.378","0.97%"
"08/03/2021","2.365","2.365","2.365","2.365","0.94%"
"05/03/2021","2.343","2.383","2.383","2.343","-1.43%"
"04/03/2021","2.377","2.337","2.377","2.337","3.57%"
"03/03/2021","2.295","2.295","2.295","2.295","-0.39%"
"02/03/2021","2.304","2.304","2.304","2.304","-1.33%"
"01/03/2021","2.335","2.335","2.335","2.335","-0.85%"
"26/02/2021","2.355","2.375","2.375","2.355","1.95%"
"25/02/2021","2.310","2.290","2.310","2.290","1.76%"
"24/02/2021","2.270","2.270","2.270","2.270","-0.26%"
"23/02/2021","2.276","2.276","2.276","2.276","1.47%"
"22/02/2021","2.243","2.243","2.243","2.243","0.99%"
"19/02/2021","2.221","2.221","2.221","2.221","-1.46%"
"18/02/2021","2.254","2.239","2.254","2.208","2.04%"
"17/02/2021","2.209","2.239","2.239","2.209","-0.36%"
"16/02/2021","2.217","2.217","2.217","2.217","0.00%"
"15/02/2021","2.217","2.217","2.217","2.217","0.00%"
"12/02/2021","2.217","2.217","2.217","2.217","0.00%"
"11/02/2021","2.217","2.217","2.217","2.217","0.00%"
"10/02/2021","2.217","2.217","2.217","2.217","-2.46%"
"09/02/2021","2.273","2.273","2.273","2.273","0.22%"
"08/02/2021","2.268","2.268","2.268","2.268","0.93%"
"05/02/2021","2.247","2.247","2.247","2.247","-0.18%"
"04/02/2021","2.251","2.295","2.295","2.251","-1.92%"
"03/02/2021","2.295","2.295","2.295","2.295","-0.30%"
"02/02/2021","2.302","2.302","2.302","2.302","1.01%"
"01/02/2021","2.279","2.279","2.279","2.279","-1.09%"
"29/01/2021","2.304","2.304","2.304","2.304","-0.48%"
"28/01/2021","2.315","2.230","2.315","2.230","3.81%"
"27/01/2021","2.230","2.230","2.230","2.230","-0.04%"
"26/01/2021","2.231","2.231","2.231","2.231","1.09%"
"25/01/2021","2.207","2.207","2.207","2.207","0.87%"
"22/01/2021","2.188","2.188","2.188","2.188","0.00%"
"21/01/2021","2.188","2.188","2.188","2.188","-1.08%"
"20/01/2021","2.212","2.142","2.212","2.142","7.38%"
"19/01/2021","2.060","2.130","2.130","2.060","-6.24%"
"18/01/2021","2.197","2.197","2.197","2.197","-0.45%"
"15/01/2021","2.207","2.207","2.207","2.207","-4.95%"
"14/01/2021","2.322","2.322","2.322","2.322","-0.39%"
"13/01/2021","2.331","2.331","2.331","2.331","-2.22%"
"12/01/2021","2.384","2.384","2.384","2.384","-0.75%"
"11/01/2021","2.402","2.412","2.412","2.402","-1.40%"
"08/01/2021","2.436","2.426","2.436","2.421","0.58%"
"07/01/2021","2.422","2.426","2.426","2.422","-0.21%"
"06/01/2021","2.427","2.415","2.427","2.415","0.50%"
"05/01/2021","2.415","2.431","2.431","2.415","-0.70%"
"04/01/2021","2.432","2.541","2.541","2.432","-0.78%"
"31/12/2020","2.451","2.419","2.451","2.419","1.32%"
"30/12/2020","2.419","2.310","2.419","2.419","4.72%"
"29/12/2020","2.310","2.322","2.322","2.310","-0.52%"
"28/12/2020","2.322","2.307","2.322","2.307","0.65%"
"25/12/2020","2.307","2.284","2.307","2.284","1.01%"
"24/12/2020","2.284","2.302","2.302","2.284","-0.78%"
"23/12/2020","2.302","2.293","2.302","2.293","0.39%"
"22/12/2020","2.293","2.337","2.337","2.293","-1.88%"
"21/12/2020","2.337","2.330","2.337","2.330","0.30%"
"18/12/2020","2.330","2.315","2.330","2.315","0.65%"
"17/12/2020","2.315","2.322","2.322","2.315","-0.30%"
"16/12/2020","2.322","2.296","2.322","2.296","1.13%"
"15/12/2020","2.296","2.346","2.346","2.296","-2.13%"
"14/12/2020","2.346","2.371","2.371","2.346","-1.05%"
"11/12/2020","2.371","2.339","2.371","2.339","1.37%"
"10/12/2020","2.339","2.392","2.392","2.339","-2.22%"
"09/12/2020","2.392","2.385","2.392","2.385","0.29%"
"08/12/2020","2.385","2.361","2.385","2.361","1.02%"
"07/12/2020","2.361","2.379","2.379","2.361","-0.76%"
"04/12/2020","2.379","2.394","2.394","2.379","-0.63%"
"03/12/2020","2.394","2.420","2.420","2.394","-1.07%"
"02/12/2020","2.420","2.420","2.420","2.420","0.00%"
"01/12/2020","2.420","2.421","2.421","2.420","-0.04%"
"30/11/2020","2.421","2.434","2.434","2.421","-0.53%"
"27/11/2020","2.434","2.380","2.434","2.380","2.27%"
"26/11/2020","2.380","2.493","2.493","2.380","-4.53%"
"25/11/2020","2.493","2.514","2.514","2.493","-0.84%"
"24/11/2020","2.514","2.530","2.530","2.514","-0.63%"
"23/11/2020","2.530","2.536","2.536","2.530","-0.24%"
"20/11/2020","2.536","2.542","2.542","2.536","-0.24%"
"19/11/2020","2.542","2.538","2.542","2.538","0.16%"
"18/11/2020","2.538","2.568","2.568","2.538","-1.17%"
"17/11/2020","2.568","2.564","2.568","2.564","0.16%"
"16/11/2020","2.564","2.576","2.576","2.564","-0.47%"
"13/11/2020","2.576","2.570","2.576","2.570","0.23%"
"12/11/2020","2.570","2.554","2.570","2.554","0.63%"
"11/11/2020","2.554","2.577","2.577","2.554","-0.89%"
"10/11/2020","2.577","2.589","2.589","2.577","-0.46%"
"09/11/2020","2.589","2.589","2.589","2.575","0.54%"
"06/11/2020","2.575","2.555","2.575","2.555","0.70%"
"05/11/2020","2.557","2.591","2.591","2.557","-1.35%"
"04/11/2020","2.592","2.591","2.592","2.591","0.00%"
"03/11/2020","2.592","2.599","2.599","2.592","-0.31%"
"02/11/2020","2.600","2.610","2.610","2.579","1.01%"
"30/10/2020","2.574","2.602","2.602","2.574","-1.15%"
"29/10/2020","2.604","2.568","2.604","2.568","1.36%"
"28/10/2020","2.569","2.545","2.569","2.545","0.90%"
"27/10/2020","2.546","2.550","2.550","2.546","-0.20%"
"26/10/2020","2.551","2.552","2.553","2.551","-0.08%"
"23/10/2020","2.553","2.559","2.559","2.553","-0.39%"
"22/10/2020","2.563","2.560","2.563","2.560","0.08%"
"21/10/2020","2.561","2.561","2.561","2.539","0.83%"
"20/10/2020","2.540","2.566","2.566","2.540","-1.05%"
"19/10/2020","2.567","2.549","2.567","2.549","0.71%"
"16/10/2020","2.549","2.537","2.549","2.537","0.39%"
"15/10/2020","2.539","2.540","2.540","2.539","-0.08%"
"14/10/2020","2.541","2.544","2.544","2.541","-0.16%"
"13/10/2020","2.545","2.538","2.545","2.538","0.24%"
"12/10/2020","2.539","2.539","2.539","2.528","0.40%"
"09/10/2020","2.529","2.497","2.529","2.497","1.16%"
"08/10/2020","2.500","2.500","2.502","2.500","-0.08%"
"07/10/2020","2.502","2.516","2.516","2.502","-0.60%"
"06/10/2020","2.517","2.487","2.517","2.487","1.17%"
"05/10/2020","2.488","2.457","2.488","2.457","1.22%"
"02/10/2020","2.458","2.523","2.523","2.458","-2.69%"
"01/10/2020","2.526","2.782","2.782","2.526","-7.91%"
"30/09/2020","2.743","2.755","2.755","2.743","-0.47%"
"29/09/2020","2.756","2.766","2.766","2.756","-0.40%"
"28/09/2020","2.767","2.770","2.770","2.767","-0.14%"
"25/09/2020","2.771","2.790","2.790","2.771","-0.79%"
"24/09/2020","2.793","2.774","2.793","2.774","0.65%"
"23/09/2020","2.775","2.771","2.775","2.771","0.11%"
"22/09/2020","2.772","2.776","2.776","2.772","-0.18%"
"21/09/2020","2.777","2.802","2.802","2.777","-0.93%"
"18/09/2020","2.803","2.818","2.818","2.803","-0.60%"
"17/09/2020","2.820","2.823","2.823","2.820","-0.14%"
"16/09/2020","2.824","2.833","2.833","2.824","-0.35%"
"15/09/2020","2.834","2.842","2.842","2.834","-0.32%"
"14/09/2020","2.843","2.877","2.877","2.843","-1.22%"
"11/09/2020","2.878","2.902","2.902","2.878","-0.90%"
"10/09/2020","2.904","2.918","2.918","2.904","-0.48%"
"09/09/2020","2.918","2.914","2.918","2.914","0.14%"
"08/09/2020","2.914","2.921","2.921","2.914","-0.27%"
"07/09/2020","2.922","2.913","2.922","2.913","0.27%"
"04/09/2020","2.914","2.920","2.920","2.914","-0.27%"
"03/09/2020","2.922","2.909","2.922","2.909","2.17%"
"02/09/2020","2.860","2.860","2.860","2.860","-1.72%"
"01/09/2020","2.910","2.911","2.911","2.910","1.29%"
"31/08/2020","2.873","2.881","2.881","2.873","-0.31%"
"28/08/2020","2.882","2.888","2.888","2.882","-0.28%"
"27/08/2020","2.890","2.893","2.893","2.890","-0.10%"
"26/08/2020","2.893","2.895","2.895","2.893","-0.10%"
"25/08/2020","2.896","2.899","2.899","2.896","-0.14%"
"24/08/2020","2.900","2.885","2.900","2.885","0.49%"
"21/08/2020","2.886","2.900","2.900","2.886","-0.55%"
"20/08/2020","2.902","2.893","2.902","2.893","0.28%"
"19/08/2020","2.894","2.887","2.894","2.887","0.21%"
"18/08/2020","2.888","2.888","2.888","2.888","0.00%"
"17/08/2020","2.888","2.888","2.888","2.888","-0.03%"
"14/08/2020","2.889","2.895","2.895","2.889","-0.28%"
"13/08/2020","2.897","2.866","2.897","2.866","1.05%"
"12/08/2020","2.867","2.877","2.877","2.867","-0.35%"
"11/08/2020","2.877","2.869","2.877","2.869","0.28%"
"10/08/2020","2.869","2.885","2.885","2.869","-0.55%"
"07/08/2020","2.885","2.869","2.885","2.869","0.49%"
"06/08/2020","2.871","2.859","2.871","2.859","0.38%"
"05/08/2020","2.860","2.900","2.900","2.860","-1.41%"
"04/08/2020","2.901","2.969","2.969","2.901","-2.32%"
"03/08/2020","2.970","2.965","2.970","2.965","0.13%"
"31/07/2020","2.966","2.985","2.985","2.966","-0.70%"
"30/07/2020","2.987","3.057","3.057","2.987","-2.29%"
"29/07/2020","3.057","2.948","3.057","2.948","3.70%"
"28/07/2020","2.948","2.906","2.948","2.906","1.41%"
"27/07/2020","2.907","2.886","2.907","2.886","0.73%"
"24/07/2020","2.886","2.908","2.908","2.886","-0.79%"
"23/07/2020","2.909","2.867","2.909","2.867","1.46%"
"22/07/2020","2.867","2.897","2.897","2.867","-1.04%"
"21/07/2020","2.897","2.900","2.900","2.897","-0.14%"
"20/07/2020","2.901","2.880","2.901","2.880","0.69%"
"17/07/2020","2.881","2.889","2.889","2.881","-0.35%"
"16/07/2020","2.891","2.829","2.891","2.829","2.16%"
"15/07/2020","2.830","2.843","2.843","2.830","-0.49%"
"14/07/2020","2.844","2.911","2.911","2.844","-2.30%"
"13/07/2020","2.911","2.918","2.918","2.911","-0.27%"
"10/07/2020","2.919","2.918","2.919","2.918","0.00%"
"09/07/2020","2.919","2.953","2.953","2.919","-1.18%"
"08/07/2020","2.954","2.957","2.957","2.954","-0.10%"
"07/07/2020","2.957","2.993","2.993","2.957","-1.20%"
"06/07/2020","2.993","3.006","3.006","2.993","-0.47%"
"03/07/2020","3.007","2.996","3.007","2.996","0.33%"
"02/07/2020","2.997","3.019","3.019","2.997","-0.73%"
"01/07/2020","3.019","3.032","3.032","3.019","-0.46%"
"30/06/2020","3.033","3.043","3.043","3.033","-0.33%"
"29/06/2020","3.043","3.026","3.043","3.026","0.56%"
"26/06/2020","3.026","3.018","3.026","3.018","0.23%"
"25/06/2020","3.019","3.055","3.055","3.019","-1.21%"
"24/06/2020","3.056","3.055","3.056","3.055","0.03%"
"23/06/2020","3.055","3.061","3.061","3.055","-0.23%"
"22/06/2020","3.062","3.069","3.069","3.062","-0.23%"
"19/06/2020","3.069","3.038","3.069","3.038","0.99%"
"18/06/2020","3.039","3.070","3.070","3.039","-1.04%"
"17/06/2020","3.071","3.059","3.071","3.059","0.39%"
"16/06/2020","3.059","3.073","3.073","3.059","-0.46%"
"15/06/2020","3.073","3.067","3.073","3.067","0.20%"
"12/06/2020","3.067","3.058","3.067","3.058","0.26%"
"11/06/2020","3.059","3.079","3.079","3.059","-0.68%"
"10/06/2020","3.080","3.113","3.113","3.080","-1.06%"
"09/06/2020","3.113","3.120","3.120","3.113","-0.26%"
"08/06/2020","3.121","3.096","3.121","3.096","0.81%"
"05/06/2020","3.096","3.090","3.096","3.090","0.16%"
"04/06/2020","3.091","3.101","3.101","3.091","-0.32%"
"03/06/2020","3.101","3.122","3.122","3.101","-0.67%"
"02/06/2020","3.122","3.126","3.126","3.122","-0.13%"
"01/06/2020","3.126","3.192","3.192","3.126","-0.64%"
"29/05/2020","3.146","3.157","3.157","3.146","-0.38%"
"28/05/2020","3.158","3.083","3.158","3.083","2.43%"
"27/05/2020","3.083","3.052","3.083","3.052","0.98%"
"26/05/2020","3.053","3.057","3.057","3.053","-0.16%"
"25/05/2020","3.058","3.026","3.058","3.026","1.06%"
"22/05/2020","3.026","2.918","3.026","2.918","3.67%"
"21/05/2020","2.919","2.950","2.950","2.919","-1.08%"
"20/05/2020","2.951","2.921","2.951","2.921","1.03%"
"19/05/2020","2.921","2.999","2.999","2.921","-2.60%"
"18/05/2020","2.999","3.010","3.010","2.999","-0.37%"
"15/05/2020","3.010","2.999","3.010","2.999","0.33%"
"14/05/2020","3.000","2.918","3.000","2.918","2.81%"
"13/05/2020","2.918","2.946","2.946","2.918","-0.95%"
"12/05/2020","2.946","2.946","2.946","2.946","0.07%"
"11/05/2020","2.944","3.063","3.063","2.944","-3.89%"
"08/05/2020","3.063","3.157","3.157","3.063","-3.01%"
"07/05/2020","3.158","3.110","3.158","3.110","1.54%"
"06/05/2020","3.110","3.023","3.110","3.023","2.84%"
"05/05/2020","3.024","3.042","3.042","3.024","-0.59%"
"04/05/2020","3.042","3.048","3.048","3.042","2.29%"
"01/05/2020","2.974","2.974","2.974","2.974","0.00%"
"30/04/2020","2.974","2.974","2.974","2.974","-2.49%"
"29/04/2020","3.050","3.063","3.063","3.049","-0.49%"
"28/04/2020","3.065","3.065","3.065","3.065","-1.00%"
"27/04/2020","3.096","3.197","3.197","3.096","-3.16%"
"24/04/2020","3.197","3.182","3.197","3.182","0.44%"
"23/04/2020","3.183","3.245","3.245","3.183","-1.94%"
"22/04/2020","3.246","3.246","3.246","3.246","-0.03%"
"21/04/2020","3.247","3.229","3.247","3.229","0.56%"
"20/04/2020","3.229","3.246","3.246","3.229","-0.52%"
"17/04/2020","3.246","3.277","3.277","3.246","-0.98%"
"16/04/2020","3.278","3.305","3.305","3.278","-0.85%"
"15/04/2020","3.306","3.243","3.306","3.243","1.91%"
"14/04/2020","3.244","3.219","3.244","3.219","0.78%"
"13/04/2020","3.219","3.224","3.224","3.219","-0.16%"
"10/04/2020","3.224","3.154","3.224","3.154","2.19%"
"09/04/2020","3.155","3.142","3.155","3.142","0.41%"
"08/04/2020","3.142","3.173","3.173","3.142","-1.01%"
"07/04/2020","3.174","3.436","3.436","3.174","-7.65%"
"06/04/2020","3.437","3.526","3.526","3.437","-2.52%"
"03/04/2020","3.526","3.621","3.621","3.526","-0.59%"
"02/04/2020","3.547","3.547","3.547","3.547","-2.07%"
"01/04/2020","3.622","3.517","3.622","3.517","2.99%"
"31/03/2020","3.517","3.540","3.540","3.517","-0.65%"
"30/03/2020","3.540","3.454","3.540","3.454","2.49%"
"27/03/2020","3.454","3.297","3.454","3.297","4.70%"
"26/03/2020","3.299","2.968","3.299","2.968","11.11%"
"25/03/2020","2.969","3.157","3.157","2.969","-5.98%"
"24/03/2020","3.158","3.170","3.170","3.158","-0.38%"
"23/03/2020","3.170","2.880","3.170","2.880","10.07%"
"20/03/2020","2.880","2.844","2.880","2.844","1.23%"
"19/03/2020","2.845","2.596","2.845","2.596","9.59%"
"18/03/2020","2.596","2.473","2.596","2.473","4.97%"
"17/03/2020","2.473","2.473","2.473","2.473","2.02%"
"16/03/2020","2.424","2.439","2.439","2.424","-0.62%"
"13/03/2020","2.439","2.413","2.439","2.413","1.04%"
"12/03/2020","2.414","2.301","2.414","2.301","4.87%"
"11/03/2020","2.302","2.338","2.338","2.302","-1.54%"
"10/03/2020","2.338","2.234","2.338","2.234","4.61%"
"09/03/2020","2.235","2.340","2.340","2.235","-4.49%"
"06/03/2020","2.340","2.462","2.462","2.340","-4.99%"
"05/03/2020","2.463","2.555","2.555","2.463","-3.64%"
"04/03/2020","2.556","2.753","2.753","2.556","-7.19%"
"03/03/2020","2.754","2.806","2.806","2.754","-1.85%"
"02/03/2020","2.806","2.900","2.900","2.806","-1.75%"
"28/02/2020","2.856","2.895","2.895","2.856","-1.42%"
"27/02/2020","2.897","2.864","2.897","2.864","1.15%"
"26/02/2020","2.864","2.879","2.879","2.864","-0.56%"
"25/02/2020","2.880","2.955","2.955","2.880","-2.57%"
"24/02/2020","2.956","2.876","2.956","2.876","2.75%"
"21/02/2020","2.877","2.838","2.877","2.838","1.34%"
"20/02/2020","2.839","2.850","2.850","2.839","-0.39%"
"19/02/2020","2.850","2.835","2.850","2.835","0.53%"
"18/02/2020","2.835","2.822","2.835","2.822","0.43%"
"17/02/2020","2.823","2.974","2.974","2.823","-5.11%"
"14/02/2020","2.975","3.088","3.088","2.975","-3.72%"
"13/02/2020","3.090","3.027","3.090","3.027","2.08%"
"12/02/2020","3.027","3.071","3.071","3.027","-1.46%"
"11/02/2020","3.072","3.075","3.075","3.072","-0.10%"
"10/02/2020","3.075","3.045","3.075","3.045","0.95%"
"07/02/2020","3.046","3.012","3.046","3.012","1.10%"
"06/02/2020","3.013","3.067","3.067","3.013","-1.79%"
"05/02/2020","3.068","3.128","3.128","3.068","-1.92%"
"04/02/2020","3.128","3.328","3.328","3.128","-6.01%"
"03/02/2020","3.328","3.156","3.328","3.156","5.42%"
"31/01/2020","3.157","3.143","3.157","3.143","0.41%"
"30/01/2020","3.144","3.106","3.144","3.106","2.88%"
"29/01/2020","3.056","3.056","3.056","3.056","0.00%"
"27/01/2020","3.056","3.056","3.056","3.056","0.00%"
"24/01/2020","3.056","3.056","3.056","3.056","0.00%"
"23/01/2020","3.056","3.056","3.056","3.056","-1.77%"
"22/01/2020","3.111","3.072","3.111","3.072","1.27%"
"21/01/2020","3.072","2.944","3.072","2.944","4.35%"
"20/01/2020","2.944","2.845","2.944","2.845","3.44%"
"17/01/2020","2.846","2.875","2.875","2.846","-1.04%"
"16/01/2020","2.876","2.922","2.922","2.876","-1.61%"
"15/01/2020","2.923","3.034","3.034","2.923","-3.69%"
"14/01/2020","3.035","3.068","3.068","3.035","-1.08%"
"13/01/2020","3.068","3.074","3.074","3.068","-0.23%"
"10/01/2020","3.075","3.076","3.076","3.075","-0.10%"
"09/01/2020","3.078","3.115","3.115","3.078","-1.19%"
"08/01/2020","3.115","3.168","3.168","3.115","-1.70%"
"07/01/2020","3.169","3.212","3.212","3.169","-1.34%"
"06/01/2020","3.212","3.375","3.375","3.212","-4.83%"
"03/01/2020","3.375","3.415","3.415","3.375","-1.23%"
"02/01/2020","3.417","3.377","3.417","3.377","2.67%"
"01/01/2020","3.328","3.328","3.328","3.328","-1.48%"
"31/12/2019","3.378","3.384","3.384","3.378","-0.24%"
"30/12/2019","3.386","3.369","3.386","3.369","0.47%"
"27/12/2019","3.370","3.373","3.373","3.370","-0.15%"
"26/12/2019","3.375","3.421","3.421","3.375","-1.37%"
"25/12/2019","3.422","3.455","3.455","3.422","-0.98%"
"24/12/2019","3.456","3.483","3.483","3.456","-0.80%"
"23/12/2019","3.484","3.489","3.489","3.484","-0.14%"
"20/12/2019","3.489","3.491","3.491","3.489","-0.09%"
"19/12/2019","3.492","3.507","3.507","3.492","-0.46%"
"18/12/2019","3.508","3.502","3.508","3.502","0.17%"
"17/12/2019","3.502","3.510","3.510","3.502","-0.23%"
"16/12/2019","3.510","3.506","3.510","3.506","0.11%"
"13/12/2019","3.506","3.519","3.519","3.506","-0.40%"
"12/12/2019","3.520","3.513","3.520","3.513","0.20%"
"11/12/2019","3.513","3.515","3.515","3.513","-0.06%"
"10/12/2019","3.515","3.514","3.521","3.514","0.03%"
"09/12/2019","3.514","3.502","3.514","3.502","0.31%"
"06/12/2019","3.503","3.515","3.515","3.503","-0.37%"
"05/12/2019","3.516","3.542","3.542","3.516","-0.73%"
"04/12/2019","3.542","3.542","3.542","3.542","-0.03%"
"03/12/2019","3.543","3.545","3.545","3.543","-0.06%"
"02/12/2019","3.545","3.568","3.568","3.545","-0.64%"
"29/11/2019","3.568","3.538","3.585","3.538","0.82%"
"28/11/2019","3.539","3.542","3.542","3.539","-0.11%"
"27/11/2019","3.543","3.707","3.707","3.543","-4.42%"
"26/11/2019","3.707","3.679","3.707","3.679","0.76%"
"25/11/2019","3.679","3.683","3.683","3.679","-0.11%"
"22/11/2019","3.683","3.691","3.691","3.683","-0.24%"
"21/11/2019","3.692","3.681","3.692","3.681","0.30%"
"20/11/2019","3.681","3.634","3.681","3.634","1.29%"
"19/11/2019","3.634","3.663","3.663","3.634","-0.82%"
"18/11/2019","3.664","3.711","3.711","3.654","-1.29%"
"15/11/2019","3.712","3.698","3.712","3.682","0.35%"
"14/11/2019","3.699","3.780","3.780","3.699","-2.14%"
"13/11/2019","3.780","3.756","3.780","3.756","0.61%"
"12/11/2019","3.757","3.739","3.757","3.739","0.45%"
"11/11/2019","3.740","3.728","3.740","3.728","0.32%"
"08/11/2019","3.728","3.722","3.728","3.718","0.13%"
"07/11/2019","3.723","3.744","3.744","3.723","-0.59%"
"06/11/2019","3.745","3.755","3.755","3.745","-0.29%"
"05/11/2019","3.756","3.737","3.756","3.737","0.51%"
"04/11/2019","3.737","3.659","3.737","3.659","2.13%"
"01/11/2019","3.659","3.681","3.681","3.659","0.27%"
"31/10/2019","3.649","3.633","3.649","3.633","0.44%"
"30/10/2019","3.633","3.637","3.637","3.633","-0.11%"
"29/10/2019","3.637","3.731","3.731","3.637","-2.52%"
"28/10/2019","3.731","3.687","3.731","3.687","1.17%"
"25/10/2019","3.688","3.586","3.788","3.586","2.82%"
"24/10/2019","3.587","3.546","3.587","3.546","1.13%"
"23/10/2019","3.547","3.606","3.606","3.547","-1.64%"
"22/10/2019","3.606","3.647","3.647","3.606","-1.15%"
"21/10/2019","3.648","3.682","3.682","3.648","-0.95%"
