|createdDate|displayLevel|displayOrder|exchangeCode|fiscalDate|id|itemCode|itemName|locale|modelType|modifiedDate|numericValue|reportType|rowNo|secCode
0|2014-06-20T00:00:00|0|99|OTC|2010-03-31T00:00:00|MSB12700QUARTER31-MAR-10VN101|12700|TỔNG CỘNG TÀI SẢN|VN|101|2017-10-13T00:00:00|64265722023443|QUARTER|16|MSB
1|2014-06-20T00:00:00|2|100|OTC|2010-03-31T00:00:00|MSB411100QUARTER31-MAR-10VN101|411100|Tiền mặt, vàng bạc, đá quí|VN|101|2017-10-13T00:00:00|507844919184|QUARTER|16|MSB
2|2014-06-20T00:00:00|2|150|OTC|2010-03-31T00:00:00|MSB411200QUARTER31-MAR-10VN101|411200|Tiền gửi tại NHNN|VN|101|2017-10-13T00:00:00|417227290557|QUARTER|16|MSB
3|2014-06-20T00:00:00|2|250|OTC|2010-03-31T00:00:00|MSB411400QUARTER31-MAR-10VN101|411400|Tiền, vàng gửi tại các TCTD khác và cho vay các TCTD khác|VN|101|2017-10-13T00:00:00|13026380070969|QUARTER|16|MSB
4|2014-06-20T00:00:00|3|340|OTC|2010-03-31T00:00:00|MSB700487QUARTER31-MAR-10VN101|700487|Tiền gửi tại các TCTD khác|VN|101|2017-10-13T00:00:00|13026380070969|QUARTER|16|MSB
5|2014-06-20T00:00:00|3|350|OTC|2010-03-31T00:00:00|MSB700488QUARTER31-MAR-10VN101|700488|Cho vay các TCTD khác|VN|101|2017-10-13T00:00:00|0|QUARTER|16|MSB
6|2014-06-20T00:00:00|3|400|OTC|2010-03-31T00:00:00|MSB700489QUARTER31-MAR-10VN101|700489|Dự phòng rủi ro|VN|101|2017-10-13T00:00:00|0|QUARTER|16|MSB
7|2014-06-20T00:00:00|2|450|OTC|2010-03-31T00:00:00|MSB411500QUARTER31-MAR-10VN101|411500|Chứng khoán kinh doanh|VN|101|2017-10-13T00:00:00|59943575125|QUARTER|16|MSB
8|2014-06-20T00:00:00|3|500|OTC|2010-03-31T00:00:00|MSB411510QUARTER31-MAR-10VN101|411510|Chứng khoán kinh doanh|VN|101|2017-10-13T00:00:00|71081317349|QUARTER|16|MSB
9|2014-06-20T00:00:00|3|550|OTC|2010-03-31T00:00:00|MSB411520QUARTER31-MAR-10VN101|411520|Dự phòng giảm giá chứng khoán kinh doanh|VN|101|2017-10-13T00:00:00|-11137742224|QUARTER|16|MSB
10|2014-06-20T00:00:00|2|600|OTC|2010-03-31T00:00:00|MSB411600QUARTER31-MAR-10VN101|411600|Các công cụ chứng khoán phái sinh và các tài sản tài chính khác|VN|101|2017-10-13T00:00:00|0|QUARTER|16|MSB
11|2014-06-20T00:00:00|2|650|OTC|2010-03-31T00:00:00|MSB412000QUARTER31-MAR-10VN101|412000|Cho vay khách hàng|VN|101|2017-10-13T00:00:00|24578572872262|QUARTER|16|MSB
