|createdDate|displayLevel|displayOrder|exchangeCode|fiscalDate|id|itemCode|itemName|locale|modelType|modifiedDate|numericValue|reportType|rowNo|secCode
0|2018-05-09T00:00:00|1|10|HOSTC|2011-09-30T00:00:00|VHM11000QUARTER30-SEP-11VN1|11000|Tài sản ngắn hạn|VN|1||2444011470994|QUARTER|11|VHM
1|2018-05-09T00:00:00|2|20|HOSTC|2011-09-30T00:00:00|VHM11100QUARTER30-SEP-11VN1|11100|Tiền và các khoản tương đương tiền|VN|1||86650809681|QUARTER|11|VHM
2|2018-05-09T00:00:00|3|30|HOSTC|2011-09-30T00:00:00|VHM11110QUARTER30-SEP-11VN1|11110|Tiền|VN|1||86650809681|QUARTER|11|VHM
3|2018-05-09T00:00:00|3|70|HOSTC|2011-09-30T00:00:00|VHM11120QUARTER30-SEP-11VN1|11120|Các khoản tương đương tiền|VN|1||0|QUARTER|11|VHM
4|2018-05-09T00:00:00|2|80|HOSTC|2011-09-30T00:00:00|VHM11200QUARTER30-SEP-11VN1|11200|Các khoản đầu tư tài chính ngắn hạn|VN|1||655590750000|QUARTER|11|VHM
5|2018-05-09T00:00:00|3|90|HOSTC|2011-09-30T00:00:00|VHM11210QUARTER30-SEP-11VN1|11210|Đầu tư ngắn hạn|VN|1||655590750000|QUARTER|11|VHM
6|2018-05-09T00:00:00|3|100|HOSTC|2011-09-30T00:00:00|VHM11290QUARTER30-SEP-11VN1|11290|Dự phòng giảm giá đầu tư ngắn hạn|VN|1||0|QUARTER|11|VHM
7|2018-05-09T00:00:00|3|105|HOSTC|2011-09-30T00:00:00|VHM412320QUARTER30-SEP-11VN1|412320|Đầu tư giữ đến ngày đáo hạn|VN|1||0|QUARTER|11|VHM
8|2018-05-09T00:00:00|2|110|HOSTC|2011-09-30T00:00:00|VHM11300QUARTER30-SEP-11VN1|11300|Các khoản phải thu ngắn hạn|VN|1||1700921527236|QUARTER|11|VHM
9|2018-05-09T00:00:00|3|120|HOSTC|2011-09-30T00:00:00|VHM11310QUARTER30-SEP-11VN1|11310|Phải thu khách hàng|VN|1||0|QUARTER|11|VHM
10|2018-05-09T00:00:00|3|130|HOSTC|2011-09-30T00:00:00|VHM11320QUARTER30-SEP-11VN1|11320|Trả trước cho người bán|VN|1||1684938193902|QUARTER|11|VHM
