tradingdate,open,high,low,close,volume,adj_close,SMA_20,SMA_50,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,RSI_14,MACD_8_21_9,MACDh_8_21_9,MACDs_8_21_9,VOLUME_SMA_20,CDL_DOJI_10_0.1,CDL_SHOOTINGSTAR,CDL_HAMMER,CDL_HANGINGMAN,CDL_EVENINGSTAR,CDL_MORNINGSTAR,CDL_INVERTEDHAMMER,VOLUME_VS_MA20,symbol,X2 VOLUME SMA20,X1.5_VOLUME SMA20,X0.5_VOLUME SMA20,MA20 > MA50,PRICE > BBU20,PRICE < BBL20,RSI > 70,RSI < 30,MA20 X MA50,MACD X 0
2021-03-30,14.732,15.446,14.598,15.446,21012600,15.446,14.392700000000001,13.324920000000004,13.710833121496277,14.392700000000001,15.074566878503726,9.475176700740295,1.272364836308914,72.0125380744261,0.3565488632769789,0.01039461059259339,0.3461542526843855,11045515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9023648965213482,LPB,False,True,False,True,True,False,True,False,0,False
2021-03-31,15.536,15.714,15.178,15.491,11121800,15.491,14.455200000000001,13.386520000000004,13.62696848647232,14.455200000000001,15.283431513527683,11.459288194250947,1.1253082520298108,72.40377841086615,0.4380930029753234,0.0735510002327503,0.3645420027425731,11147235.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977182682521719,LPB,False,False,False,True,True,False,True,False,0,False
2021-04-01,15.491,15.625,15.402,15.536,6056600,15.536,14.540050000000003,13.440100000000005,13.637357034479557,14.540050000000003,15.442742965520448,12.416641834387717,1.0516549026311421,72.81306270265107,0.49280920270192397,0.10261375996748068,0.3901954427344433,10598925.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714353106565052,LPB,False,False,False,True,True,False,True,False,0,False
2021-04-02,15.536,15.893,15.536,15.714,13331100,15.714,14.622650000000002,13.487420000000007,13.613943447032236,14.622650000000002,15.631356552967768,13.796494520046172,1.0409650590595863,74.42861799151389,0.5449154206358475,0.12377598232112341,0.4211394383147241,10711600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.244547966690317,LPB,False,False,False,True,True,False,True,False,0,False
2021-04-05,15.759,15.982,15.491,15.759,11177200,15.759,14.709700000000003,13.539200000000008,13.626964556782198,14.709700000000003,15.792435443217808,14.72138035742136,0.9845597355165355,74.83573844831749,0.5766588995661781,0.12441556900116318,0.4522433305650149,10863130.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0289115567980867,LPB,False,False,False,True,False,False,True,False,0,False
2021-04-06,15.759,15.803,15.58,15.58,9843200,15.58,14.7878,13.604380000000008,13.690661795396686,14.7878,15.884938204603316,14.838423627629734,0.8610301768164339,70.05769834464284,0.5639490584145719,0.08936458227964555,0.4745844761349263,10909020.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.9022991982781221,LPB,False,False,False,True,False,False,True,False,0,False
2021-04-07,15.67,15.67,15.446,15.58,8942700,15.58,14.854750000000001,13.669560000000008,13.736044877995013,14.854750000000001,15.973455122004989,15.06191786472324,0.8241470811808643,70.05769834464284,0.5435693917737474,0.05518793251105686,0.48838145926269055,10732650.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.8332238543137063,LPB,False,False,False,True,False,False,True,False,0,False
2021-04-08,15.625,15.714,15.446,15.625,10415900,15.625,14.919500000000003,13.728500000000007,13.780063560351007,14.919500000000003,16.058936439649,15.274458790830739,0.8095828672186957,70.60489645137325,0.524087417547431,0.028564766627792393,0.49552265091963865,10848835.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9600938718304777,LPB,False,False,False,True,False,False,True,False,0,False
2021-04-09,15.625,16.428,15.536,16.205,18480900,16.205,14.99315,13.796360000000009,13.728203791657364,14.99315,16.258096208342636,16.87365508038852,0.9790124639322785,76.55265403448035,0.5758862758207943,0.06429089992092452,0.5115953758998698,10782790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7139256166539458,LPB,False,True,False,True,False,False,True,False,0,False
2021-04-12,16.295,16.875,16.25,16.83,13377800,16.83,15.10475,13.877600000000008,13.623586420242404,15.10475,16.585913579757595,19.611891355468913,1.0823968478492938,81.01135999826751,0.6829483720581067,0.13708239692658952,0.5458659751315171,11056965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2098980145094065,LPB,False,False,False,True,True,False,True,False,0,False
2021-04-13,17.009,17.053,16.339,16.428,12538900,16.428,15.205149999999998,13.95884000000001,13.652749758438363,15.205149999999998,16.75755024156163,20.419400552597434,0.893857836162754,71.58262401628255,0.6920640285479607,0.11695844273315481,0.5751055858148059,11222655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1172846354093573,LPB,False,False,False,True,False,False,True,False,0,False
2021-04-14,16.116,16.607,15.893,16.473,16924100,16.473,15.303349999999998,14.047220000000008,13.69215872954182,15.303349999999998,16.914541270458177,21.056713339996517,0.8629767680119644,71.97582226491747,0.690437441650932,0.09226548466890094,0.5981719569820311,11646285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4531758410514597,LPB,False,False,False,True,False,False,True,False,0,False
2021-04-15,16.518,16.786,16.428,16.562,13424200,16.562,15.403799999999999,14.15346000000001,13.742531978276622,15.403799999999999,17.065068021723377,21.569587007405676,0.8485891454163128,72.77807034244417,0.687025967245944,0.07108320821113034,0.6159427590348137,11914205.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1267390480523038,LPB,False,False,False,True,False,False,True,False,0,False
2021-04-16,16.652,17.411,16.562,16.92,21676500,16.92,15.52215,14.265960000000009,13.78468491833635,15.52215,17.25961508166365,22.386912659182528,0.9022670771206344,75.78139716580279,0.7177446021667393,0.08144147450554051,0.6363031276611988,12730540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7027164597888227,LPB,False,True,False,True,False,False,True,False,0,False
2021-04-19,17.143,17.411,16.92,17.321,13640800,17.321,15.66055,14.398100000000008,13.81623750207552,15.66055,17.50486249792448,23.55361079814541,0.95015419075363,78.6259646428501,0.777621523784136,0.11305471689834978,0.6645668068857862,12726660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0718287437552352,LPB,False,False,False,True,False,False,True,False,0,False
2021-04-20,17.678,17.991,17.5,17.723,22268200,17.723,15.821250000000001,14.531140000000008,13.850535117019616,15.821250000000001,17.791964882980388,24.912252609375184,0.9825025721437465,81.03127764428703,0.8570370941442302,0.1539762298067553,0.7030608643374749,13239115.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6820006473242357,LPB,False,True,False,True,False,False,True,False,0,False
2021-04-22,17.589,17.991,16.786,16.786,13664200,16.786,15.946250000000001,14.630260000000007,14.065833250978528,15.946250000000001,17.826666749021474,23.58443833530106,0.7232882685279707,63.18340933222738,0.7728352329009809,0.05581949485080473,0.7170157380501762,13460015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0151697453531812,LPB,False,False,False,True,False,False,False,False,0,False
2021-04-23,16.964,17.946,16.786,17.946,21139500,17.946,16.131500000000003,14.75078000000001,14.229679451157358,16.131500000000003,18.033320548842646,23.57896722366356,0.9770429053109707,71.54063238505307,0.8500089626703797,0.10639457969616284,0.7436143829742169,14043295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5053091172691309,LPB,False,True,False,True,False,False,True,False,0,False
2021-04-26,18.303,18.928,17.946,18.482,15801900,18.482,16.352500000000003,14.870420000000008,14.436785668477528,16.352500000000003,18.26821433152248,23.430231848616117,1.0557978987158325,74.42903079722399,0.9577881864937865,0.1713390428156557,0.7864491436781308,14369140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0997109082380714,LPB,False,False,False,True,True,False,True,False,0,False
2021-04-27,18.482,18.705,18.214,18.348,11327000,18.348,16.537750000000003,14.984700000000007,14.602648671903642,16.537750000000003,18.47285132809636,23.402232203248435,0.9677403642166936,72.44936833852994,0.9970505026013683,0.16848108713859,0.8285694154627783,14308255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916409093911172,LPB,False,False,False,True,False,False,True,False,0,False
2021-04-28,18.214,18.527,17.857,18.259,11756400,18.259,16.678400000000003,15.087380000000007,14.673494974817988,16.678400000000003,18.68330502518202,24.04193478009899,0.8941832605902372,71.09677092770569,0.9929824331299386,0.13153041413372824,0.8614520189962104,13845445.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8491168033963516,LPB,False,False,False,True,False,False,True,False,0,False
2021-04-29,18.527,19.196,18.482,19.196,23814400,19.196,16.863650000000003,15.206120000000007,14.657283731675543,16.863650000000003,19.070016268324466,26.16712595819364,1.0285500493467954,76.14604180475341,1.0930861732384223,0.18530732339376954,0.9077788498446527,14480075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6446323655091566,LPB,False,True,False,True,True,False,True,False,0,False
2021-05-04,18.571,19.196,18.482,19.196,13765800,19.196,17.046650000000007,15.328440000000008,14.707945976400682,17.046650000000007,19.38535402359933,27.438869497517967,0.959517317777581,76.14604180475341,1.1417840465830373,0.18720415739070773,0.9545798891923296,14865535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9260211623732345,LPB,False,False,False,True,False,False,True,False,0,False
2021-05-05,19.107,19.553,18.884,19.018,19201000,19.018,17.211850000000005,15.446300000000008,14.807182598882015,17.211850000000005,19.616517401117996,27.94199811313705,0.8755508972176923,73.32390746209614,1.1297768045725043,0.14015753230413974,0.9896192722683645,15159030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666377729973488,LPB,False,False,False,True,False,False,True,False,0,False
2021-05-06,19.018,19.062,18.527,18.571,17204800,18.571,17.352450000000005,15.55522000000001,14.975339361009931,17.352450000000005,19.729560638990076,27.397982866858246,0.7563090627783536,66.64409555783631,1.0397660919474276,0.04011745574325043,0.9996486362041772,15460410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1128294786490138,LPB,False,False,False,True,False,False,False,False,0,False
2021-05-07,18.571,19.464,18.303,19.286,19607200,19.286,17.537750000000006,15.68022000000001,15.164415225890023,17.537750000000006,19.91108477410999,27.065441965018124,0.8683108719155728,71.16856890900654,1.049005667021671,0.039485624653994966,1.009520042367676,15948610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2293986748688444,LPB,False,False,False,True,False,False,True,False,0,False
2021-05-10,19.286,19.732,19.286,19.464,16359500,19.464,17.731950000000005,15.814140000000007,15.395843369300149,17.731950000000005,20.06805663069986,26.34912269321598,0.8707129583124171,72.18025797407164,1.057720403598978,0.0385602889850416,1.0191601146139364,16319450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.002454126824127,LPB,False,False,False,True,False,False,True,False,0,False
2021-05-11,19.687,19.821,19.33,19.33,20851300,19.33,17.917200000000005,15.94002000000001,15.693907612570985,17.917200000000005,20.140492387429024,24.81740882982853,0.8177269908331161,70.1836791237358,1.0249182899950746,0.004606540304910478,1.0203117496901641,16841220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2381110157102633,LPB,False,False,False,True,False,False,True,False,0,False
2021-05-12,19.152,19.821,19.018,19.821,15978100,19.821,18.098000000000006,16.073940000000007,15.872951775803584,18.098000000000006,20.323048224196427,24.588885227057364,0.8871826195187881,73.11789880127209,1.0454942038105983,0.020145963296347436,1.0253482405142509,16716080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9558520897243852,LPB,False,False,False,True,False,False,True,False,0,False
2021-05-13,19.821,20.848,19.509,20.446,22137800,20.446,18.27880000000001,16.202500000000008,15.912127010337308,18.27880000000001,20.645472989662714,25.895277476231502,0.9578579316758202,76.31330613372354,1.1209924417849955,0.07651536101659562,1.0444770807683998,17154080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2905268017870968,LPB,False,False,False,True,False,False,True,False,0,False
2021-05-14,20.759,21.161,20.446,20.848,17542000,20.848,18.49980000000001,16.33196000000001,16.041987427813307,18.49980000000001,20.957612572186715,26.571233982926326,0.9777011938527936,78.11522725553897,1.204516601124773,0.12803161628509852,1.0764849848396745,17404235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0079156021508557,LPB,False,False,False,True,False,False,True,False,0,False
